Time(s),Motor_Angle(deg),Motor_Angle(rad),Pendulum_Angle(deg),Pendulum_Angle(rad),Pendulum_Angle_From_Upright(deg),Motor_Velocity(rad/s),Pendulum_Velocity(rad/s),Motor_Voltage(V),Controller_Mode,Motor_RPM
16.129,-87.060,-1.519,1081.400,18.874,178.600,0.000,0.000,-1.844,Energy,161.0
16.145,-73.530,-1.283,1106.540,19.313,153.460,0.000,0.000,0.235,Energy,127.0
16.161,-63.860,-1.115,1129.040,19.705,130.960,0.000,0.000,0.423,Energy,82.0
16.177,-58.410,-1.019,1147.320,20.025,112.680,0.000,0.000,1.236,Energy,46.0
16.192,-55.070,-0.961,1164.190,20.319,95.810,0.000,0.000,0.635,Energy,26.0
16.214,-53.660,-0.937,1176.320,20.531,83.680,0.000,0.000,-1.700,Energy,17.0
16.234,-52.610,-0.918,1192.140,20.807,67.860,0.000,0.000,-1.390,Energy,10.0
16.250,-52.080,-0.909,1207.260,21.071,52.740,0.000,0.000,-0.682,Energy,6.0
16.273,-52.260,-0.912,1216.230,21.227,43.770,0.000,0.000,-1.471,Energy,-3.0
16.292,-52.960,-0.924,1227.830,21.430,32.170,0.000,0.000,-1.161,Energy,-2.0
16.309,-53.840,-0.940,1236.620,21.583,23.380,0.000,0.000,-1.124,Energy,-6.0
16.326,-54.540,-0.952,1242.420,21.684,17.580,0.000,0.000,-1.307,Energy,-7.0
16.340,-55.420,-0.967,1248.220,21.786,11.780,0.000,0.000,-1.307,Energy,-8.0
16.360,-56.650,-0.989,1254.020,21.887,5.980,0.000,0.000,2.000,LQR,-10.0
16.380,-58.230,-1.016,1260.700,22.003,0.700,0.000,0.000,2.000,LQR,-13.0
16.397,-60.520,-1.056,1268.430,22.138,8.430,0.000,0.000,2.000,LQR,-21.0
16.412,-62.280,-1.087,1274.580,22.246,14.580,0.000,0.000,2.000,LQR,-18.0
16.429,-63.330,-1.105,1280.390,22.347,20.390,0.000,0.000,2.000,LQR,-11.0
16.443,-63.860,-1.115,1286.360,22.451,26.360,0.000,0.000,2.000,LQR,-6.0
16.458,-64.210,-1.121,1292.340,22.556,32.340,0.000,0.000,2.000,LQR,-6.0
16.475,-64.030,-1.118,1299.020,22.672,39.020,0.000,0.000,-1.426,Energy,3.0
16.492,-63.680,-1.111,1307.280,22.816,47.280,0.000,0.000,-1.386,Energy,2.0
16.506,-62.800,-1.096,1316.250,22.973,56.250,0.000,0.000,-1.299,Energy,8.0
16.519,-61.920,-1.081,1324.680,23.120,64.680,0.000,0.000,-1.416,Energy,9.0
16.534,-61.050,-1.066,1333.820,23.280,73.820,0.000,0.000,-1.635,Energy,11.0
16.550,-59.460,-1.038,1346.480,23.501,86.480,0.000,0.000,-1.483,Energy,15.0
16.563,-57.180,-0.998,1360.540,23.746,100.540,0.000,0.000,1.145,Energy,28.0
16.580,-54.370,-0.949,1374.250,23.985,114.250,0.000,0.000,1.860,Energy,41.0
16.594,-48.570,-0.848,1393.760,24.326,133.760,0.000,0.000,0.596,Energy,68.0
16.609,-41.010,-0.716,1412.220,24.648,152.220,0.000,0.000,1.273,Energy,112.0
16.625,-28.880,-0.504,1435.780,25.059,175.780,0.000,0.000,0.735,Energy,157.0
16.638,-14.290,-0.249,1462.850,25.532,157.150,0.000,0.000,-2.000,Energy,125.0
16.653,-6.200,-0.108,1480.950,25.847,139.050,0.000,0.000,1.522,Energy,88.0
16.671,0.300,0.005,1500.640,26.191,119.360,0.000,0.000,1.181,Energy,55.0
16.687,3.990,0.070,1518.220,26.498,101.780,0.000,0.000,1.029,Energy,26.0
16.701,5.750,0.100,1532.100,26.740,87.900,0.000,0.000,-1.215,Energy,17.0
16.719,6.450,0.113,1543.710,26.943,76.290,0.000,0.000,-1.560,Energy,11.0
16.732,6.810,0.119,1555.830,27.154,64.170,0.000,0.000,-0.875,Energy,6.0
16.746,6.810,0.119,1563.040,27.280,56.960,0.000,0.000,-1.526,Energy,5.0
16.760,6.450,0.113,1570.950,27.418,49.050,0.000,0.000,-1.265,Energy,-3.0
16.777,5.750,0.100,1576.930,27.523,43.070,0.000,0.000,-1.514,Energy,-3.0
16.792,4.870,0.085,1583.960,27.645,36.040,0.000,0.000,-1.257,Energy,-9.0
16.808,3.990,0.070,1588.350,27.722,31.650,0.000,0.000,-1.464,Energy,-10.0
16.823,2.760,0.048,1593.450,27.811,26.550,0.000,0.000,-1.361,Energy,-11.0
16.837,1.710,0.030,1596.790,27.869,23.210,0.000,0.000,-1.410,Energy,-12.0
16.853,0.650,0.011,1599.600,27.918,20.400,0.000,0.000,-1.432,Energy,-13.0
16.865,-0.750,-0.013,1602.420,27.968,17.580,0.000,0.000,-1.386,Energy,-14.0
16.881,-1.810,-0.032,1604.170,27.998,15.830,0.000,0.000,-1.427,Energy,-14.0
16.894,-3.210,-0.056,1606.110,28.032,13.890,0.000,0.000,-1.427,Energy,-16.0
16.912,-4.620,-0.081,1607.340,28.053,12.660,0.000,0.000,-1.776,LQR,-17.0
16.926,-6.730,-0.117,1609.100,28.084,10.900,0.000,0.000,-0.355,LQR,-19.0
16.939,-8.660,-0.151,1610.150,28.102,9.850,0.000,0.000,-1.553,LQR,-22.0
16.955,-10.600,-0.185,1611.380,28.124,8.620,0.000,0.000,-0.946,LQR,-25.0
16.971,-12.880,-0.225,1612.260,28.139,7.740,0.000,0.000,-1.825,LQR,-24.0
16.984,-15.340,-0.268,1613.320,28.158,6.680,0.000,0.000,-1.189,LQR,-27.0
16.996,-17.630,-0.308,1614.020,28.170,5.980,0.000,0.000,-1.840,LQR,-28.0
17.008,-20.090,-0.351,1614.720,28.182,5.280,0.000,0.000,-1.847,LQR,-31.0
17.020,-22.370,-0.390,1615.600,28.198,4.400,0.000,0.000,-0.962,LQR,-33.0
17.034,-25.010,-0.437,1616.480,28.213,3.520,0.000,0.000,-1.109,LQR,-36.0
17.046,-28.350,-0.495,1617.710,28.234,2.290,0.000,0.000,-0.459,LQR,-41.0
17.058,-31.690,-0.553,1619.120,28.259,0.880,0.000,0.000,0.429,LQR,-44.0
17.073,-34.850,-0.608,1620.520,28.283,0.520,0.000,0.000,0.727,LQR,-45.0
17.087,-38.550,-0.673,1622.100,28.311,2.100,0.000,0.000,1.066,LQR,-46.0
17.102,-42.590,-0.743,1623.860,28.342,3.860,0.000,0.000,1.661,LQR,-44.0
17.116,-46.280,-0.808,1625.440,28.369,5.440,0.000,0.000,1.808,LQR,-41.0
17.129,-49.800,-0.869,1626.850,28.394,6.850,0.000,0.000,1.967,LQR,-37.0
17.144,-52.430,-0.915,1627.730,28.409,7.730,0.000,0.000,1.487,LQR,-32.0
17.159,-54.720,-0.955,1628.430,28.421,8.430,0.000,0.000,1.454,LQR,-27.0
17.173,-56.650,-0.989,1628.780,28.428,8.780,0.000,0.000,0.966,LQR,-20.0
17.187,-58.060,-1.013,1628.780,28.428,8.780,0.000,0.000,0.479,LQR,-16.0
17.201,-58.940,-1.029,1628.430,28.421,8.430,0.000,0.000,-0.108,LQR,-11.0
17.215,-59.640,-1.041,1628.260,28.418,8.260,0.000,0.000,0.435,LQR,-8.0
17.231,-60.170,-1.050,1627.910,28.412,7.910,0.000,0.000,0.101,LQR,-7.0
17.247,-60.690,-1.059,1627.730,28.409,7.730,0.000,0.000,0.494,LQR,-5.0
17.259,-61.220,-1.068,1627.550,28.406,7.550,0.000,0.000,0.146,LQR,-5.0
17.274,-61.570,-1.075,1627.730,28.409,7.730,0.000,0.000,1.392,LQR,-5.0
17.290,-61.920,-1.081,1627.910,28.412,7.910,0.000,0.000,1.408,LQR,-4.0
17.304,-62.280,-1.087,1628.430,28.421,8.430,0.000,0.000,2.000,LQR,-4.0
17.319,-62.450,-1.090,1628.780,28.428,8.780,0.000,0.000,2.000,LQR,-3.0
17.334,-62.450,-1.090,1629.140,28.434,9.140,0.000,0.000,2.000,LQR,3.0
17.349,-61.920,-1.081,1629.140,28.434,9.140,0.000,0.000,1.952,LQR,4.0
17.364,-60.870,-1.062,1628.960,28.431,8.960,0.000,0.000,1.904,LQR,9.0
17.377,-59.460,-1.038,1628.430,28.421,8.430,0.000,0.000,1.211,LQR,15.0
17.393,-57.530,-1.004,1627.730,28.409,7.730,0.000,0.000,1.043,LQR,22.0
17.406,-55.250,-0.964,1626.850,28.394,6.850,0.000,0.000,0.641,LQR,26.0
17.418,-52.780,-0.921,1625.800,28.376,5.800,0.000,0.000,0.055,LQR,30.0
17.431,-50.320,-0.878,1624.740,28.357,4.740,0.000,0.000,-0.225,LQR,32.0
17.445,-47.860,-0.835,1623.690,28.339,3.690,0.000,0.000,-0.337,LQR,33.0
17.458,-45.050,-0.786,1622.630,28.320,2.630,0.000,0.000,-0.412,LQR,32.0
17.473,-42.760,-0.746,1621.750,28.305,1.750,0.000,0.000,-0.511,LQR,30.0
17.486,-40.300,-0.703,1621.230,28.296,1.230,0.000,0.000,0.390,LQR,28.0
17.502,-37.840,-0.660,1620.700,28.287,0.700,0.000,0.000,0.246,LQR,26.0
17.515,-35.910,-0.627,1620.520,28.283,0.520,0.000,0.000,0.726,LQR,23.0
17.527,-33.800,-0.590,1620.350,28.280,0.350,0.000,0.000,1.077,LQR,22.0
17.539,-32.220,-0.562,1620.170,28.277,0.170,0.000,0.000,0.571,LQR,22.0
17.551,-30.640,-0.535,1620.000,28.274,0.000,0.000,0.000,0.500,LQR,22.0
17.565,-28.700,-0.501,1619.820,28.271,0.180,0.000,0.000,0.740,LQR,25.0
17.578,-26.770,-0.467,1619.290,28.262,0.710,0.000,0.000,-0.347,LQR,26.0
17.591,-24.480,-0.427,1618.590,28.250,1.410,0.000,0.000,-0.651,LQR,27.0
17.604,-22.200,-0.387,1617.890,28.238,2.110,0.000,0.000,-0.808,LQR,28.0
17.618,-20.090,-0.351,1617.180,28.225,2.820,0.000,0.000,-1.130,LQR,28.0
17.631,-17.980,-0.314,1616.480,28.213,3.520,0.000,0.000,-1.269,LQR,26.0
17.643,-16.050,-0.280,1615.780,28.201,4.220,0.000,0.000,-1.575,LQR,23.0
17.657,-14.460,-0.252,1615.420,28.194,4.580,0.000,0.000,-0.997,LQR,20.0
17.670,-13.230,-0.231,1615.250,28.191,4.750,0.000,0.000,-0.907,LQR,16.0
17.684,-12.350,-0.216,1615.420,28.194,4.580,0.000,0.000,-0.216,LQR,11.0
17.697,-11.650,-0.203,1615.780,28.201,4.220,0.000,0.000,0.331,LQR,8.0
17.712,-11.300,-0.197,1616.300,28.210,3.700,0.000,0.000,0.365,LQR,6.0
17.724,-11.120,-0.194,1616.830,28.219,3.170,0.000,0.000,0.631,LQR,4.0
17.736,-10.950,-0.191,1617.180,28.225,2.820,0.000,0.000,0.295,LQR,3.0
17.751,-10.600,-0.185,1617.530,28.231,2.470,0.000,0.000,0.320,LQR,2.0
17.764,-10.250,-0.179,1617.710,28.234,2.290,0.000,0.000,0.009,LQR,2.0
17.777,-9.720,-0.170,1617.710,28.234,2.290,0.000,0.000,-0.259,LQR,4.0
17.793,-9.190,-0.160,1617.530,28.231,2.470,0.000,0.000,-0.797,LQR,6.0
17.806,-8.490,-0.148,1617.180,28.225,2.820,0.000,0.000,-1.204,LQR,7.0
17.819,-8.140,-0.142,1617.010,28.222,2.990,0.000,0.000,-1.060,LQR,6.0
17.832,-7.780,-0.136,1616.830,28.219,3.170,0.000,0.000,-1.109,LQR,6.0
17.844,-7.610,-0.133,1616.830,28.219,3.170,0.000,0.000,-0.771,LQR,4.0
17.857,-7.780,-0.136,1617.010,28.222,2.990,0.000,0.000,-0.548,LQR,-3.0
17.871,-8.310,-0.145,1617.360,28.228,2.640,0.000,0.000,-0.334,LQR,-3.0
17.886,-8.840,-0.154,1617.890,28.238,2.110,0.000,0.000,0.209,LQR,-5.0
17.905,-9.720,-0.170,1618.760,28.253,1.240,0.000,0.000,0.633,LQR,-9.0
17.920,-11.120,-0.194,1619.820,28.271,0.180,0.000,0.000,1.241,LQR,-11.0
17.937,-12.180,-0.213,1620.700,28.287,0.700,0.000,0.000,1.124,LQR,-11.0
17.952,-13.410,-0.234,1621.580,28.302,1.580,0.000,0.000,1.506,LQR,-10.0
17.968,-13.940,-0.243,1621.930,28.308,1.930,0.000,0.000,0.691,LQR,-8.0
17.983,-14.290,-0.249,1622.100,28.311,2.100,0.000,0.000,0.501,LQR,-6.0
17.998,-14.110,-0.246,1621.750,28.305,1.750,0.000,0.000,-0.496,LQR,3.0
18.016,-13.940,-0.243,1621.230,28.296,1.230,0.000,0.000,-0.705,LQR,2.0
18.030,-13.230,-0.231,1620.520,28.283,0.520,0.000,0.000,-1.329,LQR,2.0
18.045,-12.880,-0.225,1619.820,28.271,0.180,0.000,0.000,-1.560,LQR,5.0
18.057,-12.530,-0.219,1619.470,28.265,0.530,0.000,0.000,-0.982,LQR,5.0
18.075,-12.710,-0.222,1619.470,28.265,0.530,0.000,0.000,-0.413,LQR,-4.0
18.091,-13.580,-0.237,1620.000,28.274,0.000,0.000,0.000,0.437,LQR,-5.0
18.109,-14.640,-0.256,1621.050,28.293,1.050,0.000,0.000,1.402,LQR,-11.0
18.129,-16.400,-0.286,1622.630,28.320,2.630,0.000,0.000,2.000,LQR,-15.0
18.145,-18.330,-0.320,1624.570,28.354,4.570,0.000,0.000,2.000,LQR,-16.0
18.160,-19.560,-0.341,1625.970,28.379,5.970,0.000,0.000,2.000,LQR,-12.0
18.173,-20.440,-0.357,1626.850,28.394,6.850,0.000,0.000,2.000,LQR,-7.0
18.187,-20.620,-0.360,1627.200,28.400,7.200,0.000,0.000,2.000,LQR,-7.0
18.201,-20.260,-0.354,1627.380,28.403,7.380,0.000,0.000,2.000,LQR,4.0
18.221,-19.740,-0.345,1627.380,28.403,7.380,0.000,0.000,1.978,LQR,3.0
18.235,-18.330,-0.320,1626.850,28.394,6.850,0.000,0.000,1.355,LQR,13.0
18.253,-16.570,-0.289,1626.150,28.382,6.150,0.000,0.000,1.091,LQR,18.0
18.272,-14.110,-0.246,1624.920,28.360,4.920,0.000,0.000,0.227,LQR,25.0
18.287,-10.950,-0.191,1623.330,28.332,3.330,0.000,0.000,-0.624,LQR,29.0
18.307,-8.140,-0.142,1621.930,28.308,1.930,0.000,0.000,-0.570,LQR,31.0
18.326,-4.620,-0.081,1620.000,28.274,0.000,0.000,0.000,-1.529,LQR,31.0
18.341,-1.280,-0.022,1618.590,28.250,1.410,0.000,0.000,-1.178,LQR,27.0
18.355,1.180,0.021,1617.710,28.234,2.290,0.000,0.000,-0.874,LQR,22.0
18.372,2.590,0.045,1617.180,28.225,2.820,0.000,0.000,-0.894,LQR,18.0
18.387,3.990,0.070,1617.010,28.222,2.990,0.000,0.000,-0.057,LQR,12.0
18.402,4.870,0.085,1617.360,28.228,2.640,0.000,0.000,0.627,LQR,9.0
18.418,5.220,0.091,1618.060,28.240,1.940,0.000,0.000,1.317,LQR,5.0
18.431,5.580,0.097,1618.940,28.256,1.060,0.000,0.000,2.000,LQR,5.0
18.448,5.750,0.100,1619.470,28.265,0.530,0.000,0.000,1.189,LQR,4.0
18.460,6.280,0.110,1620.000,28.274,0.000,0.000,0.000,2.000,LQR,3.0
18.473,6.980,0.122,1620.000,28.274,0.000,0.000,0.000,0.696,LQR,8.0
18.487,8.040,0.140,1619.640,28.268,0.360,0.000,0.000,-0.060,LQR,12.0
18.503,9.440,0.165,1618.940,28.256,1.060,0.000,0.000,-0.726,LQR,17.0
18.516,11.550,0.202,1617.710,28.234,2.290,0.000,0.000,-2.000,LQR,21.0
18.532,13.310,0.232,1616.480,28.213,3.520,0.000,0.000,-2.000,LQR,21.0
18.546,15.070,0.263,1615.250,28.191,4.750,0.000,0.000,-2.000,LQR,19.0
18.559,16.300,0.284,1614.370,28.176,5.630,0.000,0.000,-2.000,LQR,15.0
18.572,17.000,0.297,1614.190,28.173,5.810,0.000,0.000,-1.187,LQR,11.0
18.584,17.000,0.297,1614.190,28.173,5.810,0.000,0.000,-1.299,LQR,5.0
18.599,16.650,0.291,1614.550,28.179,5.450,0.000,0.000,-0.589,LQR,-3.0
18.613,15.770,0.275,1615.420,28.194,4.580,0.000,0.000,0.355,LQR,-7.0
18.628,14.540,0.254,1616.480,28.213,3.520,0.000,0.000,0.854,LQR,-14.0
18.642,13.130,0.229,1617.710,28.234,2.290,0.000,0.000,1.519,LQR,-17.0
18.656,11.550,0.202,1618.940,28.256,1.060,0.000,0.000,1.801,LQR,-17.0
18.669,10.500,0.183,1619.820,28.271,0.180,0.000,0.000,1.514,LQR,-14.0
18.684,9.620,0.168,1620.170,28.277,0.170,0.000,0.000,0.357,LQR,-11.0
18.698,9.090,0.159,1620.350,28.280,0.350,0.000,0.000,0.243,LQR,-6.0
18.713,9.270,0.162,1619.820,28.271,0.180,0.000,0.000,-1.098,LQR,6.0
18.728,9.440,0.165,1618.940,28.256,1.060,0.000,0.000,-2.000,LQR,3.0
18.740,9.790,0.171,1618.060,28.240,1.940,0.000,0.000,-2.000,LQR,3.0
18.753,9.970,0.174,1617.530,28.231,2.470,0.000,0.000,-1.876,LQR,3.0
18.769,9.620,0.168,1617.180,28.225,2.820,0.000,0.000,-1.609,LQR,-4.0
18.786,8.740,0.153,1617.180,28.225,2.820,0.000,0.000,-1.200,LQR,-6.0
18.801,6.980,0.122,1618.240,28.244,1.760,0.000,0.000,0.753,LQR,-19.0
18.817,4.870,0.085,1619.640,28.268,0.360,0.000,0.000,1.580,LQR,-25.0
18.830,2.060,0.036,1621.400,28.299,1.400,0.000,0.000,2.000,LQR,-30.0
18.845,-0.230,-0.004,1623.160,28.329,3.160,0.000,0.000,2.000,LQR,-29.0
18.858,-2.690,-0.047,1624.740,28.357,4.740,0.000,0.000,2.000,LQR,-26.0
18.872,-4.270,-0.075,1625.970,28.379,5.970,0.000,0.000,2.000,LQR,-19.0
18.885,-5.500,-0.096,1626.670,28.391,6.670,0.000,0.000,2.000,LQR,-16.0
18.897,-6.200,-0.108,1627.030,28.397,7.030,0.000,0.000,2.000,LQR,-9.0
18.912,-6.730,-0.117,1627.200,28.400,7.200,0.000,0.000,1.808,LQR,-9.0
18.924,-6.730,-0.117,1627.200,28.400,7.200,0.000,0.000,1.797,LQR,-4.0
18.936,-6.380,-0.111,1626.850,28.394,6.850,0.000,0.000,1.008,LQR,4.0
18.951,-5.670,-0.099,1626.320,28.385,6.320,0.000,0.000,0.850,LQR,6.0
18.963,-4.620,-0.081,1625.440,28.369,5.440,0.000,0.000,-0.173,LQR,10.0
18.985,-3.390,-0.059,1624.740,28.357,4.740,0.000,0.000,0.695,LQR,15.0
19.000,-1.280,-0.022,1623.330,28.332,3.330,0.000,0.000,-0.983,LQR,16.0
19.014,0.130,0.002,1622.460,28.317,2.460,0.000,0.000,-0.361,LQR,16.0
19.032,1.530,0.027,1621.580,28.302,1.580,0.000,0.000,-0.505,LQR,16.0
19.045,2.940,0.051,1621.050,28.293,1.050,0.000,0.000,0.094,LQR,13.0
19.059,3.640,0.064,1621.050,28.293,1.050,0.000,0.000,0.889,LQR,11.0
19.075,4.340,0.076,1621.230,28.296,1.230,0.000,0.000,1.406,LQR,8.0
19.091,4.700,0.082,1621.400,28.299,1.400,0.000,0.000,0.936,LQR,5.0
19.107,5.220,0.091,1621.930,28.308,1.930,0.000,0.000,2.000,LQR,5.0
19.126,5.930,0.103,1621.930,28.308,1.930,0.000,0.000,0.952,LQR,5.0
19.139,7.160,0.125,1621.930,28.308,1.930,0.000,0.000,1.546,LQR,10.0
19.158,8.560,0.149,1621.580,28.302,1.580,0.000,0.000,0.709,LQR,14.0
19.172,10.320,0.180,1620.700,28.287,0.700,0.000,0.000,-0.434,LQR,19.0
19.189,12.430,0.217,1619.640,28.268,0.360,0.000,0.000,-0.795,LQR,23.0
19.202,14.890,0.260,1618.060,28.240,1.940,0.000,0.000,-2.000,LQR,25.0
19.215,17.000,0.297,1616.830,28.219,3.170,0.000,0.000,-2.000,LQR,24.0
19.227,18.760,0.327,1615.600,28.198,4.400,0.000,0.000,-2.000,LQR,21.0
19.240,19.990,0.349,1614.900,28.185,5.100,0.000,0.000,-1.941,LQR,15.0
19.254,20.870,0.364,1614.550,28.179,5.450,0.000,0.000,-1.358,LQR,11.0
19.268,21.220,0.370,1614.550,28.179,5.450,0.000,0.000,-0.890,LQR,8.0
19.288,21.040,0.367,1615.070,28.188,4.930,0.000,0.000,-0.086,LQR,-4.0
19.305,20.170,0.352,1616.300,28.210,3.700,0.000,0.000,1.189,LQR,-7.0
19.324,18.760,0.327,1617.710,28.234,2.290,0.000,0.000,1.288,LQR,-13.0
19.340,16.830,0.294,1619.640,28.268,0.360,0.000,0.000,2.000,LQR,-15.0
19.352,15.590,0.272,1621.050,28.293,1.050,0.000,0.000,2.000,LQR,-13.0
19.365,14.890,0.260,1621.580,28.302,1.580,0.000,0.000,1.506,LQR,-10.0
19.377,14.720,0.257,1621.930,28.308,1.930,0.000,0.000,1.540,LQR,-7.0
19.392,14.720,0.257,1621.930,28.308,1.930,0.000,0.000,0.698,LQR,5.0
19.407,15.240,0.266,1621.400,28.299,1.400,0.000,0.000,-0.323,LQR,3.0
19.422,16.120,0.281,1620.520,28.283,0.520,0.000,0.000,-1.002,LQR,9.0
19.435,17.180,0.300,1619.290,28.262,0.710,0.000,0.000,-2.000,LQR,12.0
19.450,18.230,0.318,1618.240,28.244,1.760,0.000,0.000,-1.890,LQR,12.0
19.463,19.110,0.334,1617.180,28.225,2.820,0.000,0.000,-2.000,LQR,11.0
19.476,19.460,0.340,1616.830,28.219,3.170,0.000,0.000,-1.223,LQR,6.0
19.491,19.290,0.337,1617.010,28.222,2.990,0.000,0.000,-0.236,LQR,-6.0
19.507,18.410,0.321,1617.530,28.231,2.470,0.000,0.000,0.170,LQR,-5.0
19.524,17.180,0.300,1618.590,28.250,1.410,0.000,0.000,1.088,LQR,-14.0
19.540,15.070,0.263,1620.170,28.277,0.170,0.000,0.000,2.000,LQR,-17.0
19.555,13.660,0.238,1621.400,28.299,1.400,0.000,0.000,2.000,LQR,-18.0
19.568,12.080,0.211,1622.630,28.320,2.630,0.000,0.000,2.000,LQR,-14.0
19.581,11.200,0.195,1623.160,28.329,3.160,0.000,0.000,1.657,LQR,-10.0
19.593,10.850,0.189,1623.330,28.332,3.330,0.000,0.000,1.184,LQR,-7.0
19.609,10.850,0.189,1623.160,28.329,3.160,0.000,0.000,0.603,LQR,-4.0
19.622,11.550,0.202,1622.280,28.314,2.280,0.000,0.000,-1.027,LQR,3.0
19.638,12.250,0.214,1621.400,28.299,1.400,0.000,0.000,-0.882,LQR,11.0
19.654,13.660,0.238,1620.000,28.274,0.000,0.000,0.000,-1.977,LQR,12.0
19.668,14.720,0.257,1618.940,28.256,1.060,0.000,0.000,-1.968,LQR,11.0
19.680,15.070,0.263,1618.240,28.244,1.760,0.000,0.000,-1.938,LQR,7.0
19.694,15.240,0.266,1617.890,28.238,2.110,0.000,0.000,-1.096,LQR,6.0
19.706,14.890,0.260,1618.240,28.244,1.760,0.000,0.000,0.434,LQR,-4.0
19.725,14.010,0.245,1618.940,28.256,1.060,0.000,0.000,0.700,LQR,-11.0
19.741,12.080,0.211,1620.700,28.287,0.700,0.000,0.000,2.000,LQR,-17.0
19.756,10.150,0.177,1622.280,28.314,2.280,0.000,0.000,2.000,LQR,-19.0
19.769,8.390,0.146,1623.860,28.342,3.860,0.000,0.000,2.000,LQR,-17.0
19.786,7.330,0.128,1624.920,28.360,4.920,0.000,0.000,2.000,LQR,-15.0
19.799,6.450,0.113,1625.800,28.376,5.800,0.000,0.000,2.000,LQR,-10.0
19.814,6.280,0.110,1626.150,28.382,6.150,0.000,0.000,2.000,LQR,-6.0
19.828,6.450,0.113,1626.150,28.382,6.150,0.000,0.000,1.825,LQR,5.0
19.844,7.160,0.125,1625.970,28.379,5.970,0.000,0.000,1.751,LQR,4.0
19.857,8.210,0.143,1625.270,28.366,5.270,0.000,0.000,0.564,LQR,12.0
19.872,9.790,0.171,1624.390,28.351,4.390,0.000,0.000,0.313,LQR,17.0
19.885,11.380,0.199,1623.330,28.332,3.330,0.000,0.000,-0.416,LQR,21.0
19.901,13.490,0.235,1622.100,28.311,2.100,0.000,0.000,-0.470,LQR,23.0
19.913,15.590,0.272,1620.870,28.290,0.870,0.000,0.000,-1.236,LQR,22.0
19.925,17.180,0.300,1620.000,28.274,0.000,0.000,0.000,-0.876,LQR,21.0
19.938,18.580,0.324,1619.290,28.262,0.710,0.000,0.000,-0.719,LQR,18.0
19.952,19.640,0.343,1618.940,28.256,1.060,0.000,0.000,-0.067,LQR,15.0
19.964,20.520,0.358,1618.940,28.256,1.060,0.000,0.000,0.757,LQR,11.0
19.978,21.040,0.367,1619.120,28.259,0.880,0.000,0.000,0.904,LQR,8.0
19.992,21.400,0.374,1619.470,28.265,0.530,0.000,0.000,1.357,LQR,5.0
20.006,21.750,0.380,1619.820,28.271,0.180,0.000,0.000,1.544,LQR,4.0
20.019,22.270,0.389,1620.000,28.274,0.000,0.000,0.000,1.065,LQR,5.0
20.033,23.150,0.404,1620.000,28.274,0.000,0.000,0.000,0.998,LQR,8.0
20.045,24.210,0.423,1619.640,28.268,0.360,0.000,0.000,0.140,LQR,11.0
20.059,25.440,0.444,1618.940,28.256,1.060,0.000,0.000,-0.770,LQR,16.0
20.074,26.840,0.468,1618.060,28.240,1.940,0.000,0.000,-1.223,LQR,18.0
20.088,28.430,0.496,1617.010,28.222,2.990,0.000,0.000,-1.664,LQR,19.0
20.102,30.010,0.524,1615.780,28.201,4.220,0.000,0.000,-2.000,LQR,16.0
20.115,31.060,0.542,1615.250,28.191,4.750,0.000,0.000,-1.409,LQR,13.0
20.128,31.770,0.554,1614.900,28.185,5.100,0.000,0.000,-1.260,LQR,10.0
20.142,31.770,0.554,1614.900,28.185,5.100,0.000,0.000,-0.919,LQR,5.0
20.162,31.420,0.548,1615.420,28.194,4.580,0.000,0.000,-0.041,LQR,-4.0
20.179,30.360,0.530,1616.480,28.213,3.520,0.000,0.000,0.910,LQR,-7.0
20.193,28.950,0.505,1617.710,28.234,2.290,0.000,0.000,1.579,LQR,-13.0
20.209,27.550,0.481,1619.120,28.259,0.880,0.000,0.000,2.000,LQR,-15.0
20.222,26.140,0.456,1620.170,28.277,0.170,0.000,0.000,1.990,LQR,-15.0
20.235,25.260,0.441,1620.700,28.287,0.700,0.000,0.000,1.206,LQR,-10.0
20.249,24.910,0.435,1621.050,28.293,1.050,0.000,0.000,1.190,LQR,-8.0
20.273,24.910,0.435,1620.700,28.287,0.700,0.000,0.000,-0.031,LQR,-4.0
20.289,25.790,0.450,1619.290,28.262,0.710,0.000,0.000,-2.000,LQR,6.0
20.305,27.020,0.472,1617.710,28.234,2.290,0.000,0.000,-2.000,LQR,10.0
20.322,28.250,0.493,1616.130,28.207,3.870,0.000,0.000,-2.000,LQR,13.0
20.336,28.950,0.505,1614.550,28.179,5.450,0.000,0.000,-2.000,LQR,10.0
20.349,29.130,0.508,1613.840,28.167,6.160,0.000,0.000,-2.000,LQR,4.0
20.363,28.600,0.499,1613.490,28.161,6.510,0.000,0.000,-2.000,LQR,-3.0
20.378,27.720,0.484,1613.490,28.161,6.510,0.000,0.000,-1.998,LQR,-9.0
20.393,26.140,0.456,1614.020,28.170,5.980,0.000,0.000,-1.143,LQR,-16.0
20.407,24.030,0.419,1614.900,28.185,5.100,0.000,0.000,-0.454,LQR,-23.0
20.419,21.570,0.376,1615.950,28.204,4.050,0.000,0.000,0.010,LQR,-30.0
20.434,19.110,0.334,1617.180,28.225,2.820,0.000,0.000,0.550,LQR,-33.0
20.447,15.950,0.278,1618.940,28.256,1.060,0.000,0.000,2.000,LQR,-35.0
20.460,13.310,0.232,1620.170,28.277,0.170,0.000,0.000,1.343,LQR,-34.0
