time,angle,position,pendulum_angle,unwrapped_pendulum_angle,voltage
2995,127.27,-12.0,-52.73000000000002,-52.73000000000002,-0.42
3005,129.55,-11.0,-50.44999999999999,-50.44999999999999,1.62
3015,132.54,-11.0,-47.460000000000036,-47.460000000000036,0.51
3025,136.23,-10.0,-43.76999999999998,-43.76999999999998,1.95
3035,140.8,-9.0,-39.19999999999999,-39.19999999999999,1.06
3045,146.07,-7.0,-33.93000000000001,-33.93000000000001,0.33
3055,152.4,-5.0,-27.600000000000023,-27.600000000000023,0.64
3065,159.43,-2.0,-20.569999999999993,-20.569999999999993,0.83
3075,167.34,0.0,-12.659999999999968,-12.659999999999968,1.48
3085,175.78,4.0,-4.220000000000027,-4.220000000000028,1.18
3095,-175.43,9.0,4.569999999999993,4.569999999999993,1.52
3105,-166.64,13.0,13.360000000000014,13.360000000000014,1.53
3115,-158.2,17.0,21.80000000000001,21.80000000000001,1.22
3125,-150.64,20.0,29.360000000000014,29.360000000000014,0.99
3135,-143.96,23.0,36.039999999999964,36.039999999999964,0.7
3145,-137.99,25.0,42.00999999999999,42.00999999999999,0.81
3155,-132.89,27.0,47.110000000000014,47.110000000000014,0.97
3165,-128.67,29.0,51.33000000000004,51.33000000000005,1.53
3175,-124.8,30.0,55.19999999999999,55.19999999999999,0.97
3186,-121.82,31.0,58.18000000000001,58.18000000000001,2.05
3196,-119.53,32.0,60.47000000000003,60.47000000000003,0.71
3206,-117.77,33.0,62.23000000000002,62.230000000000025,-0.04
3216,-116.72,33.0,63.27999999999997,63.27999999999997,0.78
3226,-116.37,34.0,63.629999999999995,63.629999999999995,0.62
3236,-116.89,34.0,63.110000000000014,63.11000000000002,-0.18
3246,-117.77,34.0,62.23000000000002,62.230000000000025,-0.79
3256,-119.71,34.0,60.29000000000002,60.29000000000001,-0.54
3266,-121.99,34.0,58.00999999999999,58.00999999999999,-0.44
3276,-125.33,34.0,54.670000000000016,54.670000000000016,-0.54
3286,-129.2,33.0,50.80000000000001,50.80000000000001,-1.45
3296,-133.95,32.0,46.05000000000001,46.05000000000001,-0.51
3306,-139.39,31.0,40.610000000000014,40.610000000000014,-0.67
3316,-145.9,29.0,34.10000000000002,34.10000000000002,-0.83
3326,-153.28,26.0,26.720000000000027,26.720000000000027,-1.28
3336,-161.72,23.0,18.279999999999973,18.279999999999973,-1.74
3346,-170.86,18.0,9.139999999999986,9.139999999999986,-0.86
3356,179.3,13.0,-0.6999999999999886,-0.6999999999999886,-1.42
3366,169.45,8.0,-10.550000000000011,-10.550000000000011,-1.48
3376,160.14,4.0,-19.860000000000014,-19.860000000000014,-1.24
3386,151.35,0.0,-28.649999999999977,-28.64999999999998,-0.98
3396,143.79,-2.0,-36.210000000000036,-36.210000000000036,-1.2
3406,136.93,-4.0,-43.06999999999999,-43.06999999999999,-0.54
3416,130.96,-6.0,-49.039999999999964,-49.039999999999964,-0.64
3426,125.68,-8.0,-54.31999999999999,-54.31999999999999,-1.51
3436,120.94,-9.0,-59.06,-59.06,-1.97
3446,117.07,-11.0,-62.93000000000001,-62.93000000000001,-1.15
3456,113.91,-12.0,-66.09000000000003,-66.09000000000003,-1.04
3466,111.27,-13.0,-68.73000000000002,-68.73000000000002,-0.06
3476,109.51,-13.0,-70.49000000000001,-70.49000000000001,-1.37
3486,108.28,-14.0,-71.72000000000003,-71.72000000000003,-1.15
3496,107.75,-15.0,-72.25,-72.25,-0.08
3506,108.11,-15.0,-71.88999999999999,-71.89,-0.35
3516,108.98,-16.0,-71.01999999999998,-71.01999999999998,0.37
3526,110.57,-16.0,-69.43,-69.43,1.44
3536,112.85,-17.0,-67.14999999999998,-67.14999999999998,0.28
3546,115.84,-17.0,-64.15999999999997,-64.15999999999997,0.58
3556,119.71,-16.0,-60.29000000000002,-60.29000000000001,1.05
3566,124.28,-16.0,-55.72000000000003,-55.72000000000003,1.59
3576,129.55,-15.0,-50.44999999999999,-50.44999999999999,1.63
3586,135.7,-14.0,-44.30000000000001,-44.30000000000001,1.27
3596,142.73,-12.0,-37.26999999999998,-37.26999999999998,1.58
3606,150.64,-9.0,-29.360000000000014,-29.360000000000014,1.09
3616,159.79,-5.0,-20.210000000000036,-20.210000000000036,0.98
3626,169.98,-1.0,-10.019999999999982,-10.019999999999982,1.26
3636,-179.47,3.0,0.5299999999999727,0.5299999999999727,1.41
3646,-168.57,8.0,11.430000000000007,11.430000000000007,0.69
3656,-158.2,13.0,21.80000000000001,21.80000000000001,1.36
3666,-148.89,17.0,31.110000000000014,31.11000000000001,1.05
3676,-140.62,20.0,39.379999999999995,39.379999999999995,1.88
3687,-133.07,22.0,46.93000000000001,46.93000000000001,1.48
3697,-126.39,24.0,53.610000000000014,53.61000000000002,1.22
3707,-120.59,26.0,59.40999999999997,59.40999999999997,1.62
3717,-115.49,27.0,64.50999999999999,64.50999999999999,2.08
3727,-111.09,28.0,68.90999999999997,68.90999999999998,0.67
3737,-107.4,29.0,72.60000000000002,72.60000000000002,0.9
3747,-104.41,29.0,75.59000000000003,75.59000000000003,0.69
3757,-102.13,30.0,77.87,77.87,2.06
3767,-100.72,31.0,79.27999999999997,79.27999999999997,0.55
3777,-99.84,31.0,80.15999999999997,80.15999999999998,0.26
3787,-99.49,32.0,80.50999999999999,80.50999999999999,-0.09
3797,-100.02,33.0,79.98000000000002,79.98000000000002,0.35
3807,-101.43,33.0,78.57,78.57,0.1
3817,-103.36,33.0,76.63999999999999,76.63999999999999,-0.91
