Time(s),Motor_Angle(deg),Motor_Angle(rad),Pendulum_Angle(deg),Pendulum_Angle(rad),Pendulum_Angle_From_Upright(deg),Motor_Velocity(rad/s),Pendulum_Velocity(rad/s),Motor_Voltage(V),Controller_Mode,Motor_RPM
0.714,-55.950,-0.977,-9.310,-0.162,170.690,0.000,0.000,2.000,Bang-Bang,-8.0
0.731,-55.250,-0.964,-2.280,-0.040,177.720,0.000,0.000,2.000,Bang-Bang,6.0
0.749,-53.310,-0.930,6.500,0.113,173.500,0.000,0.000,2.000,Bang-Bang,20.0
0.765,-50.670,-0.884,15.990,0.279,164.010,0.000,0.000,2.000,Bang-Bang,25.0
0.780,-48.210,-0.841,24.600,0.429,155.400,0.000,0.000,2.000,Bang-Bang,24.0
0.793,-46.100,-0.805,31.640,0.552,148.360,0.000,0.000,2.000,Bang-Bang,21.0
0.805,-44.700,-0.780,36.730,0.641,143.270,0.000,0.000,2.000,Bang-Bang,19.0
0.818,-43.470,-0.759,40.780,0.712,139.220,0.000,0.000,2.000,Bang-Bang,17.0
0.830,-42.240,-0.737,44.290,0.773,135.710,0.000,0.000,2.000,Bang-Bang,14.0
0.843,-41.360,-0.722,46.750,0.816,133.250,0.000,0.000,2.000,Bang-Bang,14.0
0.855,-40.300,-0.703,48.510,0.847,131.490,0.000,0.000,2.000,Bang-Bang,12.0
0.867,-39.420,-0.688,49.390,0.862,130.610,0.000,0.000,2.000,Bang-Bang,12.0
0.880,-38.550,-0.673,49.570,0.865,130.430,0.000,0.000,2.000,Bang-Bang,12.0
0.894,-37.670,-0.657,48.860,0.853,131.140,0.000,0.000,-2.000,Bang-Bang,11.0
0.909,-36.790,-0.642,47.100,0.822,132.900,0.000,0.000,-2.000,Bang-Bang,11.0
0.926,-35.730,-0.624,44.120,0.770,135.880,0.000,0.000,-2.000,Bang-Bang,10.0
0.941,-35.210,-0.615,39.190,0.684,140.810,0.000,0.000,-2.000,Bang-Bang,9.0
0.957,-35.730,-0.624,32.690,0.571,147.310,0.000,0.000,2.000,Bang-Bang,-4.0
0.974,-37.670,-0.657,24.600,0.429,155.400,0.000,0.000,2.000,Bang-Bang,-22.0
0.993,-41.530,-0.725,12.120,0.212,167.880,0.000,0.000,2.000,Bang-Bang,-45.0
1.010,-46.460,-0.811,-1.400,-0.024,178.600,0.000,0.000,2.000,Bang-Bang,-41.0
1.025,-49.800,-0.869,-13.350,-0.233,166.650,0.000,0.000,2.000,Bang-Bang,-24.0
1.039,-51.030,-0.891,-21.090,-0.368,158.910,0.000,0.000,2.000,Bang-Bang,-14.0
1.052,-50.850,-0.887,-26.890,-0.469,153.110,0.000,0.000,-2.000,Bang-Bang,5.0
1.067,-49.800,-0.869,-30.580,-0.534,149.420,0.000,0.000,-2.000,Bang-Bang,11.0
1.081,-47.690,-0.832,-33.570,-0.586,146.430,0.000,0.000,-2.000,Bang-Bang,25.0
1.095,-45.400,-0.792,-35.150,-0.613,144.850,0.000,0.000,-2.000,Bang-Bang,27.0
1.108,-43.120,-0.753,-35.850,-0.626,144.150,0.000,0.000,-2.000,Bang-Bang,28.0
1.120,-41.010,-0.716,-36.030,-0.629,143.970,0.000,0.000,-2.000,Bang-Bang,27.0
1.133,-39.070,-0.682,-35.500,-0.620,144.500,0.000,0.000,2.000,Bang-Bang,26.0
1.148,-37.140,-0.648,-34.450,-0.601,145.550,0.000,0.000,2.000,Bang-Bang,26.0
1.161,-34.850,-0.608,-32.340,-0.564,147.660,0.000,0.000,2.000,Bang-Bang,26.0
1.173,-32.220,-0.562,-29.350,-0.512,150.650,0.000,0.000,2.000,Bang-Bang,32.0
1.185,-29.410,-0.513,-25.660,-0.448,154.340,0.000,0.000,2.000,Bang-Bang,42.0
1.197,-25.710,-0.449,-20.910,-0.365,159.090,0.000,0.000,2.000,Bang-Bang,52.0
1.210,-21.320,-0.372,-15.110,-0.264,164.890,0.000,0.000,2.000,Bang-Bang,64.0
1.222,-16.050,-0.280,-8.080,-0.141,171.920,0.000,0.000,2.000,Bang-Bang,74.0
1.237,-10.070,-0.176,-0.350,-0.006,179.650,0.000,0.000,2.000,Bang-Bang,82.0
1.250,-3.040,-0.053,8.430,0.147,171.570,0.000,0.000,2.000,Bang-Bang,84.0
1.266,3.640,0.064,16.870,0.294,163.130,0.000,0.000,2.000,Bang-Bang,80.0
1.282,10.500,0.183,25.660,0.448,154.340,0.000,0.000,2.000,Bang-Bang,72.0
1.298,17.180,0.300,33.750,0.589,146.250,0.000,0.000,2.000,Bang-Bang,63.0
1.312,22.800,0.398,40.420,0.705,139.580,0.000,0.000,2.000,Bang-Bang,56.0
1.324,27.200,0.475,45.000,0.785,135.000,0.000,0.000,2.000,Bang-Bang,50.0
1.337,30.890,0.539,48.330,0.844,131.670,0.000,0.000,-2.000,Bang-Bang,47.0
1.351,34.400,0.600,50.620,0.883,129.380,0.000,0.000,-2.000,Bang-Bang,45.0
1.364,37.920,0.662,52.200,0.911,127.800,0.000,0.000,-2.000,Bang-Bang,42.0
1.377,40.910,0.714,52.550,0.917,127.450,0.000,0.000,-2.000,Bang-Bang,37.0
1.390,43.370,0.757,51.670,0.902,128.330,0.000,0.000,-2.000,Bang-Bang,28.0
1.402,45.300,0.791,49.570,0.865,130.430,0.000,0.000,-2.000,Bang-Bang,24.0
1.415,46.530,0.812,46.230,0.807,133.770,0.000,0.000,-2.000,Bang-Bang,17.0
1.427,47.060,0.821,42.010,0.733,137.990,0.000,0.000,-2.000,Bang-Bang,10.0
1.440,46.710,0.815,36.030,0.629,143.970,0.000,0.000,-2.000,Bang-Bang,-6.0
1.454,45.650,0.797,28.820,0.503,151.180,0.000,0.000,-2.000,Bang-Bang,-17.0
1.468,42.840,0.748,18.800,0.328,161.200,0.000,0.000,-2.000,Bang-Bang,-39.0
1.481,38.620,0.674,7.030,0.123,172.970,0.000,0.000,-2.000,Bang-Bang,-58.0
1.496,33.350,0.582,-5.440,-0.095,174.560,0.000,0.000,-2.000,Bang-Bang,-66.0
1.511,27.720,0.484,-19.330,-0.337,160.670,0.000,0.000,-2.000,Bang-Bang,-60.0
1.527,22.980,0.401,-32.160,-0.561,147.840,0.000,0.000,-2.000,Bang-Bang,-47.0
1.541,19.110,0.334,-43.760,-0.764,136.240,0.000,0.000,-2.000,Bang-Bang,-36.0
1.556,17.000,0.297,-51.150,-0.893,128.850,0.000,0.000,-2.000,Bang-Bang,-29.0
1.568,14.360,0.251,-59.760,-1.043,120.240,0.000,0.000,-2.000,Bang-Bang,-23.0
1.581,12.960,0.226,-64.860,-1.132,115.140,0.000,0.000,-2.000,Bang-Bang,-21.0
1.595,11.380,0.199,-69.080,-1.206,110.920,0.000,0.000,-2.000,Bang-Bang,-19.0
1.608,9.790,0.171,-72.770,-1.270,107.230,0.000,0.000,-2.000,Bang-Bang,-19.0
1.621,8.390,0.146,-74.700,-1.304,105.300,0.000,0.000,-2.000,Bang-Bang,-19.0
1.636,6.630,0.116,-75.760,-1.322,104.240,0.000,0.000,-2.000,Bang-Bang,-20.0
1.651,5.050,0.088,-75.760,-1.322,104.240,0.000,0.000,2.000,Bang-Bang,-21.0
1.666,2.760,0.048,-74.170,-1.295,105.830,0.000,0.000,2.000,Bang-Bang,-23.0
1.680,0.650,0.011,-71.010,-1.239,108.990,0.000,0.000,2.000,Bang-Bang,-23.0
1.696,-1.100,-0.019,-66.620,-1.163,113.380,0.000,0.000,2.000,Bang-Bang,-21.0
1.711,-2.510,-0.044,-59.410,-1.037,120.590,0.000,0.000,2.000,Bang-Bang,-15.0
1.725,-2.860,-0.050,-51.320,-0.896,128.680,0.000,0.000,2.000,Bang-Bang,-9.0
1.744,-2.330,-0.041,-42.710,-0.745,137.290,0.000,0.000,2.000,Bang-Bang,5.0
1.759,0.830,0.014,-26.540,-0.463,153.460,0.000,0.000,2.000,Bang-Bang,36.0
1.780,5.220,0.091,-12.480,-0.218,167.520,0.000,0.000,2.000,Bang-Bang,60.0
1.793,15.240,0.266,13.530,0.236,166.470,0.000,0.000,2.000,Bang-Bang,73.0
1.808,20.340,0.355,27.940,0.488,152.060,0.000,0.000,2.000,Bang-Bang,57.0
1.821,24.380,0.426,41.830,0.730,138.170,0.000,0.000,2.000,Bang-Bang,37.0
1.835,26.490,0.462,51.850,0.905,128.150,0.000,0.000,2.000,Bang-Bang,26.0
1.847,28.250,0.493,62.570,1.092,117.430,0.000,0.000,2.000,Bang-Bang,19.0
1.861,29.130,0.508,69.780,1.218,110.220,0.000,0.000,-2.000,Bang-Bang,12.0
1.875,29.830,0.521,76.280,1.331,103.720,0.000,0.000,-2.000,Bang-Bang,10.0
1.888,30.360,0.530,82.440,1.439,97.560,0.000,0.000,-2.000,Bang-Bang,7.0
1.903,30.540,0.533,86.300,1.506,93.700,0.000,0.000,-2.000,Bang-Bang,4.0
1.917,30.360,0.530,89.470,1.562,90.530,0.000,0.000,2.000,Bang-Bang,-2.0
1.937,29.830,0.521,91.050,1.589,88.950,0.000,0.000,2.000,Bang-Bang,-2.0
1.953,28.950,0.505,90.870,1.586,89.130,0.000,0.000,-2.000,Bang-Bang,-6.0
1.971,28.080,0.490,89.290,1.558,90.710,0.000,0.000,-2.000,Bang-Bang,-9.0
1.986,27.020,0.472,84.550,1.476,95.450,0.000,0.000,-2.000,Bang-Bang,-8.0
2.000,26.140,0.456,79.270,1.384,100.730,0.000,0.000,-2.000,Bang-Bang,-9.0
2.015,24.910,0.435,73.120,1.276,106.880,0.000,0.000,-2.000,Bang-Bang,-15.0
2.031,22.270,0.389,63.450,1.107,116.550,0.000,0.000,-2.000,Bang-Bang,-29.0
2.048,18.580,0.324,52.730,0.920,127.270,0.000,0.000,-2.000,Bang-Bang,-45.0
2.060,12.430,0.217,38.140,0.666,141.860,0.000,0.000,-2.000,Bang-Bang,-73.0
2.073,5.050,0.088,23.900,0.417,156.100,0.000,0.000,-2.000,Bang-Bang,-102.0
2.088,-3.740,-0.065,8.960,0.156,171.040,0.000,0.000,-2.000,Bang-Bang,-131.0
2.104,-16.570,-0.289,-11.250,-0.196,168.750,0.000,0.000,-2.000,Bang-Bang,-132.0
2.119,-27.300,-0.476,-29.880,-0.522,150.120,0.000,0.000,-2.000,Bang-Bang,-104.0
2.132,-35.560,-0.621,-46.050,-0.804,133.950,0.000,0.000,2.000,Bang-Bang,-76.0
2.149,-40.300,-0.703,-56.770,-0.991,123.230,0.000,0.000,2.000,Bang-Bang,-60.0
2.162,-45.580,-0.796,-69.960,-1.221,110.040,0.000,0.000,2.000,Bang-Bang,-46.0
2.176,-48.390,-0.845,-78.220,-1.365,101.780,0.000,0.000,2.000,Bang-Bang,-36.0
2.189,-51.030,-0.891,-86.480,-1.509,93.520,0.000,0.000,2.000,Bang-Bang,-26.0
2.202,-52.610,-0.918,-91.750,-1.601,88.250,0.000,0.000,2.000,Bang-Bang,-22.0
2.214,-54.010,-0.943,-96.850,-1.690,83.150,0.000,0.000,2.000,Bang-Bang,-17.0
2.227,-54.890,-0.958,-100.190,-1.749,79.810,0.000,0.000,2.000,Bang-Bang,-12.0
2.240,-55.770,-0.973,-102.650,-1.792,77.350,0.000,0.000,2.000,Bang-Bang,-10.0
2.254,-56.300,-0.983,-104.060,-1.816,75.940,0.000,0.000,2.000,Bang-Bang,-8.0
2.270,-56.830,-0.992,-104.410,-1.822,75.590,0.000,0.000,2.000,Bang-Bang,-7.0
2.282,-57.180,-0.998,-103.180,-1.801,76.820,0.000,0.000,2.000,Bang-Bang,-5.0
2.299,-57.180,-0.998,-101.250,-1.767,78.750,0.000,0.000,2.000,Bang-Bang,-5.0
2.313,-57.000,-0.995,-97.200,-1.696,82.800,0.000,0.000,2.000,Bang-Bang,3.0
2.331,-56.480,-0.986,-91.750,-1.601,88.250,0.000,0.000,2.000,Bang-Bang,2.0
2.348,-55.250,-0.964,-84.020,-1.466,95.980,0.000,0.000,2.000,Bang-Bang,9.0
2.364,-53.310,-0.930,-74.350,-1.298,105.650,0.000,0.000,2.000,Bang-Bang,21.0
2.381,-49.970,-0.872,-62.750,-1.095,117.250,0.000,0.000,2.000,Bang-Bang,38.0
2.394,-44.350,-0.774,-46.930,-0.819,133.070,0.000,0.000,2.000,Bang-Bang,63.0
2.408,-38.020,-0.664,-33.390,-0.583,146.610,0.000,0.000,2.000,Bang-Bang,91.0
2.420,-28.350,-0.495,-15.820,-0.276,164.180,0.000,0.000,2.000,Bang-Bang,130.0
2.434,-17.980,-0.314,0.700,0.012,179.300,0.000,0.000,2.000,Bang-Bang,150.0
2.447,-6.030,-0.105,20.210,0.353,159.790,0.000,0.000,2.000,Bang-Bang,134.0
2.465,3.290,0.057,37.080,0.647,142.920,0.000,0.000,2.000,Bang-Bang,100.0
2.480,11.550,0.202,54.490,0.951,125.510,0.000,0.000,2.000,Bang-Bang,71.0
2.498,17.180,0.300,69.080,1.206,110.920,0.000,0.000,2.000,Bang-Bang,53.0
2.512,21.920,0.383,82.790,1.445,97.210,0.000,0.000,2.000,Bang-Bang,40.0
2.529,24.910,0.435,91.750,1.601,88.250,0.000,0.000,2.000,Bang-Bang,35.0
2.542,28.250,0.493,101.250,1.767,78.750,0.000,0.000,2.000,Bang-Bang,32.0
2.556,30.890,0.539,107.050,1.868,72.950,0.000,0.000,-2.000,Bang-Bang,32.0
2.571,33.880,0.591,111.970,1.954,68.030,0.000,0.000,-2.000,Bang-Bang,34.0
2.583,37.040,0.646,115.310,2.013,64.690,0.000,0.000,-2.000,Bang-Bang,38.0
2.596,40.030,0.699,117.240,2.046,62.760,0.000,0.000,-2.000,Bang-Bang,37.0
2.609,42.670,0.745,118.120,2.062,61.880,0.000,0.000,-2.000,Bang-Bang,36.0
2.622,45.480,0.794,117.940,2.058,62.060,0.000,0.000,-2.000,Bang-Bang,35.0
2.634,48.110,0.840,116.710,2.037,63.290,0.000,0.000,-2.000,Bang-Bang,33.0
2.646,50.400,0.880,114.600,2.000,65.400,0.000,0.000,-2.000,Bang-Bang,31.0
2.659,52.680,0.919,111.790,1.951,68.210,0.000,0.000,-2.000,Bang-Bang,29.0
2.671,54.620,0.953,107.570,1.877,72.430,0.000,0.000,-2.000,Bang-Bang,25.0
2.683,56.380,0.984,102.830,1.795,77.170,0.000,0.000,-2.000,Bang-Bang,22.0
2.695,57.610,1.005,97.030,1.693,82.970,0.000,0.000,-2.000,Bang-Bang,17.0
2.711,58.490,1.021,90.350,1.577,89.650,0.000,0.000,-2.000,Bang-Bang,13.0
2.723,58.840,1.027,80.330,1.402,99.670,0.000,0.000,-2.000,Bang-Bang,7.0
2.737,58.310,1.018,70.830,1.236,109.170,0.000,0.000,-2.000,Bang-Bang,-7.0
2.752,56.550,0.987,59.060,1.031,120.940,0.000,0.000,-2.000,Bang-Bang,-22.0
2.768,53.040,0.926,44.820,0.782,135.180,0.000,0.000,-2.000,Bang-Bang,-50.0
2.781,45.130,0.788,23.730,0.414,156.270,0.000,0.000,-2.000,Bang-Bang,-97.0
2.794,36.340,0.634,5.800,0.101,174.200,0.000,0.000,-2.000,Bang-Bang,-133.0
2.810,25.440,0.444,-15.460,-0.270,164.540,0.000,0.000,-2.000,Bang-Bang,-123.0
2.824,15.420,0.269,-38.140,-0.666,141.860,0.000,0.000,-2.000,Bang-Bang,-82.0
2.838,9.970,0.174,-53.780,-0.939,126.220,0.000,0.000,-2.000,Bang-Bang,-59.0
2.850,5.930,0.103,-68.730,-1.200,111.270,0.000,0.000,-2.000,Bang-Bang,-39.0
2.865,3.640,0.064,-80.150,-1.399,99.850,0.000,0.000,-2.000,Bang-Bang,-30.0
2.880,1.710,0.030,-91.400,-1.595,88.600,0.000,0.000,-2.000,Bang-Bang,-22.0
2.893,0.130,0.002,-102.480,-1.789,77.520,0.000,0.000,-2.000,Bang-Bang,-17.0
2.907,-1.100,-0.019,-110.560,-1.930,69.440,0.000,0.000,-2.000,Bang-Bang,-15.0
2.927,-2.330,-0.041,-117.590,-2.052,62.410,0.000,0.000,-2.000,Bang-Bang,-15.0
2.941,-4.440,-0.077,-125.680,-2.194,54.320,0.000,0.000,-2.000,Bang-Bang,-20.0
2.956,-6.910,-0.121,-130.420,-2.276,49.580,0.000,0.000,-2.000,Bang-Bang,-26.0
2.969,-9.720,-0.170,-132.890,-2.319,47.110,0.000,0.000,-2.000,Bang-Bang,-34.0
2.983,-12.710,-0.222,-133.940,-2.338,46.060,0.000,0.000,-2.000,Bang-Bang,-42.0
2.999,-16.750,-0.292,-133.590,-2.332,46.410,0.000,0.000,2.000,Bang-Bang,-48.0
3.014,-22.200,-0.387,-131.130,-2.289,48.870,0.000,0.000,2.000,Bang-Bang,-56.0
3.027,-27.470,-0.479,-127.080,-2.218,52.920,0.000,0.000,2.000,Bang-Bang,-61.0
3.039,-32.040,-0.559,-122.340,-2.135,57.660,0.000,0.000,2.000,Bang-Bang,-56.0
3.051,-36.080,-0.630,-117.070,-2.043,62.930,0.000,0.000,2.000,Bang-Bang,-53.0
3.064,-39.780,-0.694,-110.910,-1.936,69.090,0.000,0.000,2.000,Bang-Bang,-48.0
3.077,-43.120,-0.753,-103.710,-1.810,76.290,0.000,0.000,2.000,Bang-Bang,-41.0
3.090,-45.750,-0.798,-95.800,-1.672,84.200,0.000,0.000,2.000,Bang-Bang,-34.0
3.104,-48.040,-0.838,-86.300,-1.506,93.700,0.000,0.000,2.000,Bang-Bang,-25.0
3.116,-49.440,-0.863,-74.350,-1.298,105.650,0.000,0.000,2.000,Bang-Bang,-16.0
3.130,-49.620,-0.866,-62.570,-1.092,117.430,0.000,0.000,2.000,Bang-Bang,-7.0
3.146,-48.210,-0.841,-47.980,-0.837,132.020,0.000,0.000,2.000,Bang-Bang,14.0
3.161,-43.470,-0.759,-27.770,-0.485,152.230,0.000,0.000,2.000,Bang-Bang,65.0
3.174,-34.850,-0.608,-4.210,-0.073,175.790,0.000,0.000,2.000,Bang-Bang,112.0
3.190,-26.240,-0.458,16.690,0.291,163.310,0.000,0.000,2.000,Bang-Bang,106.0
3.205,-18.330,-0.320,40.070,0.699,139.930,0.000,0.000,2.000,Bang-Bang,63.0
3.219,-14.460,-0.252,58.350,1.018,121.650,0.000,0.000,2.000,Bang-Bang,37.0
3.233,-12.530,-0.219,74.350,1.298,105.650,0.000,0.000,2.000,Bang-Bang,20.0
3.248,-12.000,-0.209,85.950,1.500,94.050,0.000,0.000,2.000,Bang-Bang,12.0
3.264,-12.180,-0.213,99.840,1.743,80.160,0.000,0.000,2.000,Bang-Bang,-4.0
3.280,-12.880,-0.225,112.500,1.963,67.500,0.000,0.000,2.000,Bang-Bang,-3.0
3.297,-13.940,-0.243,122.510,2.138,57.490,0.000,0.000,2.000,Bang-Bang,-10.0
3.313,-15.170,-0.265,132.530,2.313,47.470,0.000,0.000,2.000,Bang-Bang,-11.0
3.326,-15.870,-0.277,139.570,2.436,40.430,0.000,0.000,2.000,Bang-Bang,-9.0
3.340,-15.870,-0.277,144.660,2.525,35.340,0.000,0.000,2.000,Bang-Bang,-5.0
3.354,-15.520,-0.271,148.350,2.589,31.650,0.000,0.000,2.000,Bang-Bang,3.0
3.372,-14.290,-0.249,150.640,2.629,29.360,0.000,0.000,2.000,Bang-Bang,15.0
3.387,-11.650,-0.203,151.870,2.651,28.130,0.000,0.000,2.000,Bang-Bang,26.0
3.400,-8.490,-0.148,150.990,2.635,29.010,0.000,0.000,-2.000,Bang-Bang,37.0
3.417,-5.320,-0.093,148.880,2.598,31.120,0.000,0.000,-2.000,Bang-Bang,43.0
3.429,-0.230,-0.004,144.660,2.525,35.340,0.000,0.000,-2.000,Bang-Bang,52.0
3.443,3.470,0.061,140.440,2.451,39.560,0.000,0.000,-2.000,Bang-Bang,49.0
3.457,7.330,0.128,135.170,2.359,44.830,0.000,0.000,-2.000,Bang-Bang,45.0
3.470,10.850,0.189,128.840,2.249,51.160,0.000,0.000,-2.000,Bang-Bang,41.0
3.484,13.660,0.238,122.340,2.135,57.660,0.000,0.000,-2.000,Bang-Bang,35.0
3.496,16.300,0.284,114.430,1.997,65.570,0.000,0.000,-2.000,Bang-Bang,28.0
3.512,17.880,0.312,106.340,1.856,73.660,0.000,0.000,-2.000,Bang-Bang,22.0
3.525,19.110,0.334,95.970,1.675,84.030,0.000,0.000,-2.000,Bang-Bang,16.0
3.539,19.460,0.340,85.600,1.494,94.400,0.000,0.000,-2.000,Bang-Bang,9.0
3.554,18.760,0.327,73.120,1.276,106.880,0.000,0.000,-2.000,Bang-Bang,-6.0
3.569,16.120,0.281,57.480,1.003,122.520,0.000,0.000,-2.000,Bang-Bang,-37.0
3.584,10.850,0.189,38.840,0.678,141.160,0.000,0.000,-2.000,Bang-Bang,-72.0
3.597,2.060,0.036,17.750,0.310,162.250,0.000,0.000,-2.000,Bang-Bang,-126.0
3.613,-9.370,-0.164,-4.390,-0.077,175.610,0.000,0.000,-2.000,Bang-Bang,-148.0
3.629,-21.670,-0.378,-30.230,-0.528,149.770,0.000,0.000,-2.000,Bang-Bang,-108.0
3.648,-29.580,-0.516,-51.850,-0.905,128.150,0.000,0.000,2.000,Bang-Bang,-64.0
3.666,-34.500,-0.602,-72.420,-1.264,107.580,0.000,0.000,2.000,Bang-Bang,-35.0
3.679,-37.320,-0.651,-90.700,-1.583,89.300,0.000,0.000,2.000,Bang-Bang,-19.0
3.694,-38.020,-0.664,-101.600,-1.773,78.400,0.000,0.000,2.000,Bang-Bang,-11.0
3.709,-38.020,-0.664,-113.200,-1.976,66.800,0.000,0.000,-2.000,Bang-Bang,6.0
3.725,-37.320,-0.651,-124.270,-2.169,55.730,0.000,0.000,-2.000,Bang-Bang,3.0
3.738,-35.560,-0.621,-134.640,-2.350,45.360,0.000,0.000,-2.000,Bang-Bang,17.0
3.752,-34.150,-0.596,-142.030,-2.479,37.970,0.000,0.000,-2.000,Bang-Bang,20.0
3.765,-32.570,-0.568,-149.940,-2.617,30.060,0.000,0.000,-2.000,Bang-Bang,16.0
3.781,-31.510,-0.550,-155.560,-2.715,24.440,0.000,0.000,-2.000,Bang-Bang,13.0
3.794,-31.160,-0.544,-160.830,-2.807,19.170,0.000,0.000,-2.000,Bang-Bang,7.0
3.812,-31.510,-0.550,-164.530,-2.872,15.470,0.000,0.000,-2.000,LQR,-6.0
3.827,-33.100,-0.578,-168.040,-2.933,11.960,0.000,0.000,-2.000,LQR,-17.0
3.845,-35.380,-0.617,-169.450,-2.957,10.550,0.000,0.000,-2.000,LQR,-27.0
3.859,-39.070,-0.682,-169.800,-2.964,10.200,0.000,0.000,-2.000,LQR,-37.0
3.873,-42.410,-0.740,-169.100,-2.951,10.900,0.000,0.000,2.000,LQR,-44.0
3.886,-46.810,-0.817,-167.340,-2.921,12.660,0.000,0.000,2.000,LQR,-51.0
3.900,-51.380,-0.897,-164.880,-2.878,15.120,0.000,0.000,2.000,LQR,-59.0
3.913,-55.420,-0.967,-162.240,-2.832,17.760,0.000,0.000,2.000,LQR,-54.0
3.930,-59.820,-1.044,-159.250,-2.779,20.750,0.000,0.000,2.000,LQR,-47.0
3.945,-64.030,-1.118,-155.910,-2.721,24.090,0.000,0.000,2.000,LQR,-41.0
3.965,-67.550,-1.179,-152.400,-2.660,27.600,0.000,0.000,2.000,LQR,-35.0
3.979,-71.070,-1.240,-147.830,-2.580,32.170,0.000,0.000,2.000,LQR,-29.0
3.995,-73.350,-1.280,-143.780,-2.509,36.220,0.000,0.000,2.000,LQR,-24.0
