Time(s),Motor_Angle(deg),Motor_Angle(rad),Pendulum_Angle(deg),Pendulum_Angle(rad),Pendulum_Angle_From_Upright(deg),Motor_Velocity(rad/s),Pendulum_Velocity(rad/s),Motor_Voltage(V),Controller_Mode,Motor_RPM
0.296,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.308,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.319,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.332,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.344,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.356,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.368,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.379,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.391,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.403,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.415,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.427,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.439,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.451,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.464,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.476,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.489,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.501,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.514,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.526,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.539,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.551,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.563,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.575,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.587,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.600,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.612,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.627,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.638,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.652,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.663,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.676,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,0.000,Emergency,0.0
0.693,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,2.000,Bang-Bang,0.0
0.706,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,-2.000,Bang-Bang,0.0
0.722,-5.320,-0.093,0.350,0.006,179.650,0.000,0.000,-2.000,Bang-Bang,0.0
0.735,-4.970,-0.087,0.700,0.012,179.300,0.000,0.000,2.000,Bang-Bang,0.0
0.750,-4.620,-0.081,1.050,0.018,178.950,0.000,0.000,2.000,Bang-Bang,0.0
0.763,-4.800,-0.084,0.870,0.015,179.130,0.000,0.000,-2.000,Bang-Bang,-4.0
0.778,-5.150,-0.090,0.520,0.009,179.480,0.000,0.000,-2.000,Bang-Bang,-4.0
0.791,-4.800,-0.084,0.700,0.012,179.300,0.000,0.000,2.000,Bang-Bang,4.0
0.808,-4.620,-0.081,1.050,0.018,178.950,0.000,0.000,2.000,Bang-Bang,4.0
0.820,-4.970,-0.087,0.520,0.009,179.480,0.000,0.000,-2.000,Bang-Bang,-3.0
0.835,-5.320,-0.093,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-3.0
0.851,-5.150,-0.090,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,3.0
0.866,-5.150,-0.090,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,2.0
0.883,-5.670,-0.099,-0.350,-0.006,179.650,0.000,0.000,-2.000,Bang-Bang,-1.0
0.907,-6.910,-0.121,-1.750,-0.031,178.250,0.000,0.000,-2.000,Bang-Bang,-15.0
0.928,-8.490,-0.148,-3.160,-0.055,176.840,0.000,0.000,-2.000,Bang-Bang,-10.0
0.942,-9.370,-0.164,-3.860,-0.067,176.140,0.000,0.000,-2.000,Bang-Bang,-5.0
0.964,-10.600,-0.185,-4.570,-0.080,175.430,0.000,0.000,-2.000,Bang-Bang,-13.0
0.982,-13.060,-0.228,-6.670,-0.116,173.330,0.000,0.000,-2.000,Bang-Bang,-22.0
0.995,-16.220,-0.283,-8.780,-0.153,171.220,0.000,0.000,-2.000,Bang-Bang,-28.0
1.009,-18.680,-0.326,-10.370,-0.181,169.630,0.000,0.000,-2.000,Bang-Bang,-31.0
1.025,-21.500,-0.375,-11.950,-0.209,168.050,0.000,0.000,-2.000,Bang-Bang,-33.0
1.039,-24.830,-0.433,-13.880,-0.242,166.120,0.000,0.000,-2.000,Bang-Bang,-36.0
1.054,-27.820,-0.486,-15.290,-0.267,164.710,0.000,0.000,-2.000,Bang-Bang,-38.0
1.066,-31.690,-0.553,-16.690,-0.291,163.310,0.000,0.000,2.000,Bang-Bang,-39.0
1.081,-34.500,-0.602,-17.570,-0.307,162.430,0.000,0.000,2.000,Bang-Bang,-40.0
1.094,-38.190,-0.667,-18.280,-0.319,161.720,0.000,0.000,2.000,Bang-Bang,-41.0
1.107,-41.010,-0.716,-18.280,-0.319,161.720,0.000,0.000,2.000,Bang-Bang,-35.0
1.120,-43.120,-0.753,-17.220,-0.301,162.780,0.000,0.000,2.000,Bang-Bang,-25.0
1.132,-44.520,-0.777,-14.760,-0.258,165.240,0.000,0.000,2.000,Bang-Bang,-18.0
1.147,-45.050,-0.786,-11.770,-0.205,168.230,0.000,0.000,2.000,Bang-Bang,-11.0
1.160,-44.700,-0.780,-6.670,-0.116,173.330,0.000,0.000,2.000,Bang-Bang,5.0
1.177,-43.470,-0.759,-1.230,-0.021,178.770,0.000,0.000,2.000,Bang-Bang,14.0
1.191,-41.180,-0.719,6.500,0.113,173.500,0.000,0.000,2.000,Bang-Bang,24.0
1.207,-38.900,-0.679,13.530,0.236,166.470,0.000,0.000,2.000,Bang-Bang,27.0
1.223,-36.260,-0.633,21.440,0.374,158.560,0.000,0.000,2.000,Bang-Bang,26.0
1.239,-34.150,-0.596,27.590,0.482,152.410,0.000,0.000,2.000,Bang-Bang,24.0
1.252,-31.870,-0.556,33.750,0.589,146.250,0.000,0.000,2.000,Bang-Bang,21.0
1.264,-30.280,-0.528,37.610,0.656,142.390,0.000,0.000,2.000,Bang-Bang,18.0
1.277,-29.050,-0.507,40.250,0.702,139.750,0.000,0.000,2.000,Bang-Bang,17.0
1.289,-28.000,-0.489,42.180,0.736,137.820,0.000,0.000,2.000,Bang-Bang,16.0
1.302,-26.770,-0.467,43.590,0.761,136.410,0.000,0.000,2.000,Bang-Bang,15.0
1.315,-25.540,-0.446,44.290,0.773,135.710,0.000,0.000,2.000,Bang-Bang,14.0
1.327,-24.660,-0.430,43.940,0.767,136.060,0.000,0.000,-2.000,Bang-Bang,13.0
1.342,-23.600,-0.412,42.890,0.749,137.110,0.000,0.000,-2.000,Bang-Bang,13.0
1.354,-22.550,-0.394,40.780,0.712,139.220,0.000,0.000,-2.000,Bang-Bang,12.0
1.368,-21.850,-0.381,37.790,0.660,142.210,0.000,0.000,-2.000,Bang-Bang,8.0
1.382,-22.020,-0.384,33.220,0.580,146.780,0.000,0.000,-2.000,Bang-Bang,-8.0
1.398,-23.080,-0.403,27.070,0.472,152.930,0.000,0.000,-2.000,Bang-Bang,-15.0
1.413,-25.710,-0.449,18.100,0.316,161.900,0.000,0.000,-2.000,Bang-Bang,-30.0
1.427,-29.580,-0.516,7.550,0.132,172.450,0.000,0.000,2.000,Bang-Bang,-48.0
1.442,-33.620,-0.587,-1.930,-0.034,178.070,0.000,0.000,2.000,Bang-Bang,-56.0
1.458,-39.420,-0.688,-15.110,-0.264,164.890,0.000,0.000,2.000,Bang-Bang,-54.0
1.473,-43.120,-0.753,-25.130,-0.439,154.870,0.000,0.000,2.000,Bang-Bang,-39.0
1.485,-45.580,-0.796,-33.390,-0.583,146.610,0.000,0.000,2.000,Bang-Bang,-19.0
1.500,-46.280,-0.808,-38.320,-0.669,141.680,0.000,0.000,2.000,Bang-Bang,-12.0
1.513,-46.280,-0.808,-42.710,-0.745,137.290,0.000,0.000,-2.000,Bang-Bang,6.0
1.531,-45.580,-0.796,-45.000,-0.785,135.000,0.000,0.000,-2.000,Bang-Bang,4.0
1.549,-43.820,-0.765,-46.230,-0.807,133.770,0.000,0.000,-2.000,Bang-Bang,18.0
1.564,-41.360,-0.722,-45.520,-0.794,134.480,0.000,0.000,2.000,Bang-Bang,23.0
1.580,-39.250,-0.685,-43.760,-0.764,136.240,0.000,0.000,2.000,Bang-Bang,23.0
1.595,-37.140,-0.648,-40.780,-0.712,139.220,0.000,0.000,2.000,Bang-Bang,24.0
1.607,-34.150,-0.596,-35.850,-0.626,144.150,0.000,0.000,2.000,Bang-Bang,31.0
1.620,-31.340,-0.547,-31.280,-0.546,148.720,0.000,0.000,2.000,Bang-Bang,42.0
1.634,-26.940,-0.470,-24.250,-0.423,155.750,0.000,0.000,2.000,Bang-Bang,56.0
1.647,-21.500,-0.375,-15.990,-0.279,164.010,0.000,0.000,2.000,Bang-Bang,71.0
1.659,-15.170,-0.265,-6.670,-0.116,173.330,0.000,0.000,2.000,Bang-Bang,84.0
1.673,-8.660,-0.151,2.280,0.040,177.720,0.000,0.000,2.000,Bang-Bang,91.0
1.689,-0.930,-0.016,13.350,0.233,166.650,0.000,0.000,2.000,Bang-Bang,90.0
1.706,6.450,0.113,24.080,0.420,155.920,0.000,0.000,2.000,Bang-Bang,79.0
1.721,14.190,0.248,35.330,0.617,144.670,0.000,0.000,2.000,Bang-Bang,66.0
1.735,19.460,0.340,43.240,0.755,136.760,0.000,0.000,2.000,Bang-Bang,56.0
1.748,23.860,0.416,49.210,0.859,130.790,0.000,0.000,2.000,Bang-Bang,50.0
1.760,27.550,0.481,53.960,0.942,126.040,0.000,0.000,2.000,Bang-Bang,46.0
1.772,30.890,0.539,57.480,1.003,122.520,0.000,0.000,-2.000,Bang-Bang,43.0
1.786,34.050,0.594,59.940,1.046,120.060,0.000,0.000,-2.000,Bang-Bang,41.0
1.800,37.570,0.656,61.870,1.080,118.130,0.000,0.000,-2.000,Bang-Bang,39.0
1.815,40.200,0.702,62.400,1.089,117.600,0.000,0.000,-2.000,Bang-Bang,34.0
1.827,43.020,0.751,61.340,1.071,118.660,0.000,0.000,-2.000,Bang-Bang,28.0
1.839,44.770,0.781,59.410,1.037,120.590,0.000,0.000,-2.000,Bang-Bang,24.0
1.851,46.000,0.803,56.250,0.982,123.750,0.000,0.000,-2.000,Bang-Bang,18.0
1.864,46.880,0.818,52.030,0.908,127.970,0.000,0.000,-2.000,Bang-Bang,12.0
1.877,46.880,0.818,46.400,0.810,133.600,0.000,0.000,-2.000,Bang-Bang,5.0
1.897,46.180,0.806,39.550,0.690,140.450,0.000,0.000,-2.000,Bang-Bang,-3.0
1.913,42.840,0.748,24.780,0.432,155.220,0.000,0.000,-2.000,Bang-Bang,-38.0
1.931,37.740,0.659,10.540,0.184,169.460,0.000,0.000,-2.000,Bang-Bang,-64.0
1.946,29.660,0.518,-8.260,-0.144,171.740,0.000,0.000,-2.000,Bang-Bang,-76.0
1.962,23.150,0.404,-23.730,-0.414,156.270,0.000,0.000,-2.000,Bang-Bang,-64.0
1.976,17.880,0.312,-38.320,-0.669,141.680,0.000,0.000,-2.000,Bang-Bang,-48.0
1.988,14.720,0.257,-48.690,-0.850,131.310,0.000,0.000,-2.000,Bang-Bang,-35.0
2.002,12.430,0.217,-56.950,-0.994,123.050,0.000,0.000,-2.000,Bang-Bang,-28.0
2.014,10.500,0.183,-64.860,-1.132,115.140,0.000,0.000,-2.000,Bang-Bang,-22.0
2.027,8.920,0.156,-70.480,-1.230,109.520,0.000,0.000,-2.000,Bang-Bang,-20.0
2.042,7.680,0.134,-75.410,-1.316,104.590,0.000,0.000,-2.000,Bang-Bang,-18.0
2.054,6.100,0.106,-79.800,-1.393,100.200,0.000,0.000,-2.000,Bang-Bang,-17.0
2.067,4.700,0.082,-82.260,-1.436,97.740,0.000,0.000,-2.000,Bang-Bang,-18.0
2.081,3.290,0.057,-83.840,-1.463,96.160,0.000,0.000,-2.000,Bang-Bang,-19.0
2.094,1.360,0.024,-84.190,-1.469,95.810,0.000,0.000,-2.000,Bang-Bang,-21.0
2.105,-0.400,-0.007,-83.490,-1.457,96.510,0.000,0.000,2.000,Bang-Bang,-22.0
2.120,-2.160,-0.038,-81.560,-1.423,98.440,0.000,0.000,2.000,Bang-Bang,-24.0
2.132,-4.270,-0.075,-78.220,-1.365,101.780,0.000,0.000,2.000,Bang-Bang,-25.0
2.147,-6.030,-0.105,-74.170,-1.295,105.830,0.000,0.000,2.000,Bang-Bang,-22.0
2.160,-7.610,-0.133,-67.500,-1.178,112.500,0.000,0.000,2.000,Bang-Bang,-15.0
2.174,-8.310,-0.145,-60.990,-1.064,119.010,0.000,0.000,2.000,Bang-Bang,-10.0
2.187,-8.310,-0.145,-51.500,-0.899,128.500,0.000,0.000,2.000,Bang-Bang,-7.0
2.201,-7.260,-0.127,-41.830,-0.730,138.170,0.000,0.000,2.000,Bang-Bang,5.0
2.217,-4.440,-0.077,-28.650,-0.500,151.350,0.000,0.000,2.000,Bang-Bang,37.0
2.231,1.180,0.021,-11.600,-0.202,168.400,0.000,0.000,2.000,Bang-Bang,71.0
2.247,8.390,0.146,6.500,0.113,173.500,0.000,0.000,2.000,Bang-Bang,85.0
2.266,15.420,0.269,25.310,0.442,154.690,0.000,0.000,2.000,Bang-Bang,66.0
2.283,21.040,0.367,44.640,0.779,135.360,0.000,0.000,2.000,Bang-Bang,39.0
2.297,24.030,0.419,59.410,1.037,120.590,0.000,0.000,2.000,Bang-Bang,23.0
2.313,25.260,0.441,69.080,1.206,110.920,0.000,0.000,2.000,Bang-Bang,14.0
2.327,26.140,0.456,78.750,1.374,101.250,0.000,0.000,2.000,Bang-Bang,10.0
2.340,26.670,0.465,85.780,1.497,94.220,0.000,0.000,2.000,Bang-Bang,6.0
2.356,27.020,0.472,91.050,1.589,88.950,0.000,0.000,2.000,Bang-Bang,6.0
2.369,27.550,0.481,95.970,1.675,84.030,0.000,0.000,2.000,Bang-Bang,4.0
2.384,28.080,0.490,98.430,1.718,81.570,0.000,0.000,2.000,Bang-Bang,6.0
2.398,28.780,0.502,99.840,1.743,80.160,0.000,0.000,-2.000,Bang-Bang,8.0
2.412,29.830,0.521,99.840,1.743,80.160,0.000,0.000,-2.000,Bang-Bang,11.0
2.426,31.060,0.542,98.430,1.718,81.570,0.000,0.000,-2.000,Bang-Bang,14.0
2.438,32.120,0.561,95.440,1.666,84.560,0.000,0.000,-2.000,Bang-Bang,13.0
2.452,32.820,0.573,91.930,1.604,88.070,0.000,0.000,-2.000,Bang-Bang,10.0
2.466,33.350,0.582,86.660,1.513,93.340,0.000,0.000,-2.000,Bang-Bang,8.0
2.483,33.520,0.585,79.980,1.396,100.020,0.000,0.000,-2.000,Bang-Bang,4.0
2.502,32.470,0.567,69.960,1.221,110.040,0.000,0.000,-2.000,Bang-Bang,-11.0
2.521,30.180,0.527,57.650,1.006,122.350,0.000,0.000,-2.000,Bang-Bang,-28.0
2.534,23.860,0.416,37.440,0.653,142.560,0.000,0.000,-2.000,Bang-Bang,-65.0
2.548,17.350,0.303,22.500,0.393,157.500,0.000,0.000,-2.000,Bang-Bang,-97.0
2.563,7.680,0.134,4.040,0.071,175.960,0.000,0.000,-2.000,Bang-Bang,-128.0
2.582,-2.860,-0.050,-15.290,-0.267,164.710,0.000,0.000,-2.000,Bang-Bang,-120.0
2.598,-14.640,-0.256,-39.900,-0.696,140.100,0.000,0.000,-2.000,Bang-Bang,-78.0
2.617,-20.790,-0.363,-56.950,-0.994,123.050,0.000,0.000,-2.000,Bang-Bang,-52.0
2.631,-25.540,-0.446,-72.590,-1.267,107.410,0.000,0.000,-2.000,Bang-Bang,-36.0
2.644,-28.000,-0.489,-82.610,-1.442,97.390,0.000,0.000,-2.000,Bang-Bang,-29.0
2.659,-30.110,-0.526,-91.230,-1.592,88.770,0.000,0.000,2.000,Bang-Bang,-25.0
2.674,-32.390,-0.565,-99.490,-1.736,80.510,0.000,0.000,2.000,Bang-Bang,-23.0
2.688,-34.500,-0.602,-105.990,-1.850,74.010,0.000,0.000,2.000,Bang-Bang,-24.0
2.702,-36.260,-0.633,-110.390,-1.927,69.610,0.000,0.000,2.000,Bang-Bang,-22.0
2.715,-38.190,-0.667,-113.900,-1.988,66.100,0.000,0.000,2.000,Bang-Bang,-21.0
2.727,-39.600,-0.691,-115.830,-2.022,64.170,0.000,0.000,2.000,Bang-Bang,-20.0
2.740,-41.010,-0.716,-117.070,-2.043,62.930,0.000,0.000,2.000,Bang-Bang,-19.0
2.754,-42.590,-0.743,-117.240,-2.046,62.760,0.000,0.000,2.000,Bang-Bang,-18.0
2.767,-44.000,-0.768,-116.360,-2.031,63.640,0.000,0.000,2.000,Bang-Bang,-17.0
2.780,-45.230,-0.789,-114.430,-1.997,65.570,0.000,0.000,2.000,Bang-Bang,-16.0
2.792,-46.280,-0.808,-111.260,-1.942,68.740,0.000,0.000,2.000,Bang-Bang,-13.0
2.804,-47.160,-0.823,-107.570,-1.877,72.430,0.000,0.000,2.000,Bang-Bang,-12.0
2.816,-47.690,-0.832,-103.180,-1.801,76.820,0.000,0.000,2.000,Bang-Bang,-9.0
2.830,-48.040,-0.838,-97.550,-1.703,82.450,0.000,0.000,2.000,Bang-Bang,-7.0
2.845,-48.040,-0.838,-90.350,-1.577,89.650,0.000,0.000,2.000,Bang-Bang,4.0
2.859,-47.330,-0.826,-80.150,-1.399,99.850,0.000,0.000,2.000,Bang-Bang,3.0
2.875,-45.750,-0.798,-69.780,-1.218,110.220,0.000,0.000,2.000,Bang-Bang,22.0
2.895,-42.940,-0.749,-57.650,-1.006,122.350,0.000,0.000,2.000,Bang-Bang,40.0
2.909,-35.730,-0.624,-36.730,-0.641,143.270,0.000,0.000,2.000,Bang-Bang,78.0
2.922,-26.420,-0.461,-17.220,-0.301,162.780,0.000,0.000,2.000,Bang-Bang,121.0
2.937,-15.170,-0.265,2.630,0.046,177.370,0.000,0.000,2.000,Bang-Bang,146.0
2.954,-3.390,-0.059,24.080,0.420,155.920,0.000,0.000,2.000,Bang-Bang,120.0
2.971,6.630,0.116,46.050,0.804,133.950,0.000,0.000,2.000,Bang-Bang,80.0
2.986,12.960,0.226,64.160,1.120,115.840,0.000,0.000,2.000,Bang-Bang,51.0
3.001,16.650,0.291,78.040,1.362,101.960,0.000,0.000,2.000,Bang-Bang,36.0
3.015,19.290,0.337,89.120,1.555,90.880,0.000,0.000,2.000,Bang-Bang,29.0
3.030,21.400,0.374,98.430,1.718,81.570,0.000,0.000,2.000,Bang-Bang,24.0
3.043,23.500,0.410,108.450,1.893,71.550,0.000,0.000,2.000,Bang-Bang,21.0
3.059,25.260,0.441,114.780,2.003,65.220,0.000,0.000,2.000,Bang-Bang,22.0
3.074,27.720,0.484,121.110,2.114,58.890,0.000,0.000,2.000,Bang-Bang,25.0
3.090,29.830,0.521,124.980,2.181,55.020,0.000,0.000,-2.000,Bang-Bang,29.0
3.103,33.350,0.582,127.960,2.233,52.040,0.000,0.000,-2.000,Bang-Bang,36.0
3.116,36.860,0.643,128.840,2.249,51.160,0.000,0.000,-2.000,Bang-Bang,42.0
3.130,40.030,0.699,128.670,2.246,51.330,0.000,0.000,-2.000,Bang-Bang,43.0
3.142,43.370,0.757,127.260,2.221,52.740,0.000,0.000,-2.000,Bang-Bang,42.0
3.156,46.530,0.812,124.980,2.181,55.020,0.000,0.000,-2.000,Bang-Bang,40.0
3.168,49.700,0.867,121.640,2.123,58.360,0.000,0.000,-2.000,Bang-Bang,37.0
3.180,52.330,0.913,117.420,2.049,62.580,0.000,0.000,-2.000,Bang-Bang,34.0
3.192,54.620,0.953,112.670,1.966,67.330,0.000,0.000,-2.000,Bang-Bang,31.0
3.204,56.550,0.987,107.220,1.871,72.780,0.000,0.000,-2.000,Bang-Bang,27.0
3.218,58.130,1.015,100.890,1.761,79.110,0.000,0.000,-2.000,Bang-Bang,22.0
3.231,59.360,1.036,93.160,1.626,86.840,0.000,0.000,-2.000,Bang-Bang,17.0
3.246,60.070,1.048,82.790,1.445,97.210,0.000,0.000,-2.000,Bang-Bang,10.0
3.259,59.540,1.039,70.660,1.233,109.340,0.000,0.000,-2.000,Bang-Bang,-6.0
3.281,58.130,1.015,59.760,1.043,120.240,0.000,0.000,-2.000,Bang-Bang,-20.0
3.296,51.450,0.898,34.450,0.601,145.550,0.000,0.000,-2.000,Bang-Bang,-74.0
3.309,42.140,0.735,12.830,0.224,167.170,0.000,0.000,-2.000,Bang-Bang,-123.0
3.323,31.770,0.554,-7.910,-0.138,172.090,0.000,0.000,-2.000,Bang-Bang,-135.0
3.337,22.100,0.386,-28.650,-0.500,151.350,0.000,0.000,-2.000,Bang-Bang,-105.0
3.354,15.070,0.263,-47.810,-0.834,132.190,0.000,0.000,-2.000,Bang-Bang,-65.0
3.369,9.970,0.174,-66.620,-1.163,113.380,0.000,0.000,-2.000,Bang-Bang,-39.0
3.384,7.330,0.128,-80.850,-1.411,99.150,0.000,0.000,-2.000,Bang-Bang,-28.0
3.401,5.750,0.100,-93.860,-1.638,86.140,0.000,0.000,-2.000,Bang-Bang,-17.0
3.414,4.340,0.076,-107.220,-1.871,72.780,0.000,0.000,-2.000,Bang-Bang,-11.0
3.432,3.640,0.064,-115.310,-2.013,64.690,0.000,0.000,-2.000,Bang-Bang,-10.0
3.445,2.410,0.042,-125.150,-2.184,54.850,0.000,0.000,-2.000,Bang-Bang,-10.0
3.456,1.360,0.024,-131.300,-2.292,48.700,0.000,0.000,-2.000,Bang-Bang,-13.0
3.469,0.130,0.002,-135.520,-2.365,44.480,0.000,0.000,-2.000,Bang-Bang,-19.0
3.481,-1.810,-0.032,-139.040,-2.427,40.960,0.000,0.000,-2.000,Bang-Bang,-24.0
3.494,-4.090,-0.071,-141.320,-2.466,38.680,0.000,0.000,-2.000,Bang-Bang,-34.0
3.507,-7.430,-0.130,-142.550,-2.488,37.450,0.000,0.000,-2.000,Bang-Bang,-42.0
3.521,-10.770,-0.188,-142.380,-2.485,37.620,0.000,0.000,2.000,Bang-Bang,-49.0
3.536,-15.520,-0.271,-140.620,-2.454,39.380,0.000,0.000,2.000,Bang-Bang,-58.0
3.547,-20.970,-0.366,-137.460,-2.399,42.540,0.000,0.000,2.000,Bang-Bang,-64.0
3.559,-25.710,-0.449,-133.410,-2.328,46.590,0.000,0.000,2.000,Bang-Bang,-62.0
3.572,-29.930,-0.522,-128.840,-2.249,51.160,0.000,0.000,2.000,Bang-Bang,-59.0
3.584,-34.150,-0.596,-123.390,-2.154,56.610,0.000,0.000,2.000,Bang-Bang,-55.0
3.597,-37.670,-0.657,-117.420,-2.049,62.580,0.000,0.000,2.000,Bang-Bang,-50.0
3.609,-41.180,-0.719,-110.390,-1.927,69.610,0.000,0.000,2.000,Bang-Bang,-43.0
3.622,-44.000,-0.768,-102.480,-1.789,77.520,0.000,0.000,2.000,Bang-Bang,-36.0
3.634,-46.280,-0.808,-93.330,-1.629,86.670,0.000,0.000,2.000,Bang-Bang,-28.0
3.648,-48.040,-0.838,-83.320,-1.454,96.680,0.000,0.000,2.000,Bang-Bang,-20.0
3.661,-48.740,-0.851,-70.830,-1.236,109.170,0.000,0.000,2.000,Bang-Bang,-12.0
3.680,-48.040,-0.838,-57.830,-1.009,122.170,0.000,0.000,2.000,Bang-Bang,8.0
3.696,-43.820,-0.765,-34.800,-0.607,145.200,0.000,0.000,2.000,Bang-Bang,52.0
3.712,-36.790,-0.642,-14.060,-0.245,165.940,0.000,0.000,2.000,Bang-Bang,101.0
3.729,-25.360,-0.443,12.650,0.221,167.350,0.000,0.000,2.000,Bang-Bang,115.0
3.744,-15.340,-0.268,41.130,0.718,138.870,0.000,0.000,2.000,Bang-Bang,64.0
3.760,-11.480,-0.200,59.060,1.031,120.940,0.000,0.000,2.000,Bang-Bang,36.0
3.774,-9.370,-0.164,76.810,1.341,103.190,0.000,0.000,2.000,Bang-Bang,16.0
3.792,-8.660,-0.151,88.940,1.552,91.060,0.000,0.000,2.000,Bang-Bang,9.0
3.808,-9.010,-0.157,105.640,1.844,74.360,0.000,0.000,2.000,Bang-Bang,-3.0
3.825,-9.890,-0.173,117.420,2.049,62.580,0.000,0.000,2.000,Bang-Bang,-8.0
3.838,-10.950,-0.191,128.140,2.236,51.860,0.000,0.000,2.000,Bang-Bang,-10.0
3.853,-11.650,-0.203,135.520,2.365,44.480,0.000,0.000,2.000,Bang-Bang,-10.0
3.867,-12.350,-0.216,143.080,2.497,36.920,0.000,0.000,2.000,Bang-Bang,-7.0
