Time(s),Motor_Angle(deg),Motor_Angle(rad),Pendulum_Angle(deg),Pendulum_Angle(rad),Pendulum_Angle_From_Upright(deg),Motor_Velocity(rad/s),Pendulum_Velocity(rad/s),Motor_Voltage(V),Controller_Mode,Motor_RPM
2.146,9.440,0.165,-352.440,-6.151,172.440,0.000,0.000,0.007,Energy,-1.0
2.214,5.400,0.094,-354.720,-6.191,174.720,0.000,0.000,-0.007,Energy,-12.0
2.283,-0.930,-0.016,-361.930,-6.317,178.070,0.000,0.000,-2.000,Bang-Bang,-15.0
2.348,-9.540,-0.167,-370.190,-6.461,169.810,0.000,0.000,-2.000,Bang-Bang,-30.0
2.413,-23.780,-0.415,-378.980,-6.614,161.020,0.000,0.000,-2.000,Bang-Bang,-38.0
2.478,-38.720,-0.676,-380.560,-6.642,159.440,0.000,0.000,2.000,Bang-Bang,-33.0
2.544,-40.830,-0.713,-360.000,-6.283,180.000,0.000,0.000,-2.000,Bang-Bang,12.0
2.610,-33.270,-0.581,-329.230,-5.746,149.230,0.000,0.000,2.000,Bang-Bang,12.0
2.678,-30.280,-0.528,-317.100,-5.534,137.100,0.000,0.000,2.000,Bang-Bang,7.0
2.743,-29.410,-0.513,-326.770,-5.703,146.770,0.000,0.000,2.000,Bang-Bang,-5.0
2.813,-42.590,-0.743,-364.920,-6.369,175.080,0.000,0.000,2.000,Bang-Bang,-26.0
2.885,-41.010,-0.716,-384.600,-6.713,155.400,0.000,0.000,-2.000,Bang-Bang,26.0
2.951,-29.930,-0.522,-382.850,-6.682,157.150,0.000,0.000,2.000,Bang-Bang,29.0
3.013,-9.010,-0.157,-360.870,-6.298,179.130,0.000,0.000,2.000,Bang-Bang,74.0
3.090,22.100,0.386,-328.000,-5.725,148.000,0.000,0.000,2.000,Bang-Bang,62.0
3.161,45.480,0.794,-315.520,-5.507,135.520,0.000,0.000,-2.000,Bang-Bang,41.0
3.223,51.980,0.907,-333.630,-5.823,153.630,0.000,0.000,-2.000,Bang-Bang,-5.0
3.290,35.990,0.628,-384.780,-6.716,155.220,0.000,0.000,-2.000,Bang-Bang,-43.0
3.351,26.320,0.459,-418.880,-7.311,121.120,0.000,0.000,-2.000,Bang-Bang,-17.0
3.412,20.340,0.355,-429.250,-7.492,110.750,0.000,0.000,-2.000,Bang-Bang,-16.0
3.476,14.360,0.251,-414.140,-7.228,125.860,0.000,0.000,2.000,Bang-Bang,-11.0
3.550,28.430,0.496,-357.010,-6.231,177.010,0.000,0.000,2.000,Bang-Bang,73.0
3.614,44.770,0.781,-301.810,-5.268,121.810,0.000,0.000,-2.000,Bang-Bang,16.0
3.683,40.380,0.705,-282.300,-4.927,102.300,0.000,0.000,2.000,Bang-Bang,-19.0
3.754,31.770,0.554,-296.360,-5.172,116.360,0.000,0.000,-2.000,Bang-Bang,-28.0
3.818,5.750,0.100,-344.880,-6.019,164.880,0.000,0.000,-2.000,Bang-Bang,-118.0
3.903,-41.010,-0.716,-419.580,-7.323,120.420,0.000,0.000,2.000,Bang-Bang,-59.0
3.973,-59.110,-1.032,-450.870,-7.869,89.130,0.000,0.000,2.000,Bang-Bang,-24.0
4.038,-65.090,-1.136,-444.550,-7.759,95.450,0.000,0.000,2.000,Bang-Bang,-9.0
4.128,-51.200,-0.894,-384.600,-6.713,155.400,0.000,0.000,2.000,Bang-Bang,87.0
4.201,-10.420,-0.182,-298.300,-5.206,118.300,0.000,0.000,2.000,Bang-Bang,45.0
4.270,1.880,0.033,-257.160,-4.488,77.160,0.000,0.000,2.000,Bang-Bang,24.0
4.352,16.120,0.281,-252.420,-4.406,72.420,0.000,0.000,-2.000,Bang-Bang,40.0
4.424,31.940,0.557,-290.560,-5.071,110.560,0.000,0.000,-2.000,Bang-Bang,16.0
4.516,3.640,0.064,-401.480,-7.007,138.520,0.000,0.000,-2.000,Bang-Bang,-50.0
4.605,-0.930,-0.016,-470.210,-8.207,69.790,0.000,0.000,-2.000,Bang-Bang,3.0
4.687,-5.320,-0.093,-488.320,-8.523,51.680,0.000,0.000,2.000,Bang-Bang,-25.0
4.769,-21.500,-0.375,-459.140,-8.014,80.860,0.000,0.000,2.000,Bang-Bang,-24.0
4.853,-9.720,-0.170,-374.230,-6.532,165.770,0.000,0.000,2.000,Bang-Bang,108.0
4.946,22.630,0.395,-262.080,-4.574,82.080,0.000,0.000,2.000,Bang-Bang,9.0
5.024,23.860,0.416,-222.010,-3.875,42.010,0.000,0.000,2.000,Bang-Bang,1.0
5.109,40.030,0.699,-225.000,-3.927,45.000,0.000,0.000,-2.000,Bang-Bang,49.0
5.188,56.200,0.981,-267.710,-4.672,87.710,0.000,0.000,-2.000,Bang-Bang,16.0
5.284,19.990,0.349,-386.010,-6.737,153.990,0.000,0.000,-2.000,Bang-Bang,-110.0
5.364,1.880,0.033,-473.020,-8.256,66.980,0.000,0.000,-2.000,Bang-Bang,-8.0
5.442,-3.040,-0.053,-509.580,-8.894,30.420,0.000,0.000,-2.000,Bang-Bang,-22.0
5.524,-32.390,-0.565,-504.840,-8.811,35.160,0.000,0.000,2.000,Bang-Bang,-78.0
5.597,-58.940,-1.029,-466.520,-8.142,73.480,0.000,0.000,2.000,Bang-Bang,-41.0
5.673,-59.290,-1.035,-394.980,-6.894,145.020,0.000,0.000,2.000,Bang-Bang,57.0
5.751,-23.250,-0.406,-277.550,-4.844,97.550,0.000,0.000,2.000,Bang-Bang,16.0
5.828,-26.590,-0.464,-217.440,-3.795,37.440,0.000,0.000,2.000,Bang-Bang,-12.0
5.907,-21.320,-0.372,-192.480,-3.359,12.480,0.000,0.000,2.000,LQR,34.0
5.977,0.480,0.008,-198.980,-3.473,18.980,0.000,0.000,-2.000,LQR,60.0
6.043,20.690,0.361,-218.840,-3.819,38.840,0.000,0.000,-2.000,LQR,38.0
6.120,31.060,0.542,-258.920,-4.519,78.920,0.000,0.000,1.252,Energy,9.0
6.201,16.470,0.287,-343.300,-5.992,163.300,0.000,0.000,2.000,Energy,-98.0
6.274,-5.850,-0.102,-432.420,-7.547,107.580,0.000,0.000,1.427,Energy,5.0
6.347,6.100,0.106,-468.100,-8.170,71.900,0.000,0.000,0.576,Energy,34.0
6.416,18.760,0.327,-468.800,-8.182,71.200,0.000,0.000,0.013,Energy,26.0
6.484,29.660,0.518,-436.810,-7.624,103.190,0.000,0.000,-0.981,Energy,32.0
6.551,57.430,1.002,-368.780,-6.436,171.220,0.000,0.000,-2.000,Energy,115.0
6.619,83.270,1.453,-303.750,-5.301,123.750,0.000,0.000,-2.000,Energy,17.0
6.690,79.050,1.380,-283.180,-4.942,103.180,0.000,0.000,-2.000,Energy,-23.0
6.752,65.690,1.147,-295.310,-5.154,115.310,0.000,0.000,-2.000,Energy,-49.0
6.820,34.580,0.604,-337.670,-5.893,157.670,0.000,0.000,1.091,Energy,-125.0
6.889,-12.710,-0.222,-397.080,-6.930,142.920,0.000,0.000,0.937,Energy,-69.0
6.954,-29.230,-0.510,-416.950,-7.277,123.050,0.000,0.000,0.000,Energy,-23.0
7.021,-34.680,-0.605,-406.230,-7.090,133.770,0.000,0.000,-0.001,Energy,-8.0
7.103,-24.310,-0.424,-351.910,-6.142,171.910,0.000,0.000,-1.725,Energy,32.0
7.172,-23.960,-0.418,-316.580,-5.525,136.580,0.000,0.000,0.002,Energy,-19.0
7.238,-36.960,-0.645,-312.890,-5.461,132.890,0.000,0.000,-0.002,Energy,-39.0
7.304,-56.830,-0.992,-333.450,-5.820,153.450,0.000,0.000,0.893,Energy,-64.0
7.370,-83.370,-1.455,-368.430,-6.430,171.570,0.000,0.000,2.000,Energy,-47.0
7.435,-87.940,-1.535,-376.870,-6.578,163.130,0.000,0.000,2.000,Energy,4.0
7.501,-68.960,-1.204,-354.190,-6.182,174.190,0.000,0.000,2.000,Energy,67.0
7.568,-43.820,-0.765,-326.600,-5.700,146.600,0.000,0.000,-0.584,Energy,58.0
7.634,-27.470,-0.479,-319.040,-5.568,139.040,0.000,0.000,-0.002,Energy,26.0
7.703,-22.900,-0.400,-338.900,-5.915,158.900,0.000,0.000,0.798,Energy,5.0
7.772,-25.540,-0.446,-376.520,-6.572,163.480,0.000,0.000,0.782,Energy,7.0
7.843,-16.220,-0.283,-394.270,-6.881,145.730,0.000,0.000,0.005,Energy,32.0
7.913,0.130,0.002,-387.940,-6.771,152.060,0.000,0.000,-0.005,Energy,49.0
7.980,24.740,0.432,-362.630,-6.329,177.370,0.000,0.000,-0.658,Energy,60.0
8.048,42.140,0.735,-343.650,-5.998,163.650,0.000,0.000,0.007,Energy,26.0
8.119,45.830,0.800,-346.460,-6.047,166.460,0.000,0.000,-0.007,Energy,-3.0
8.196,39.680,0.693,-367.550,-6.415,172.450,0.000,0.000,0.527,Energy,-15.0
8.262,37.570,0.656,-379.160,-6.618,160.840,0.000,0.000,0.007,Energy,4.0
8.331,41.610,0.726,-374.760,-6.541,165.240,0.000,0.000,-0.007,Energy,15.0
8.403,49.520,0.864,-358.240,-6.252,178.240,0.000,0.000,-2.000,Bang-Bang,16.0
8.472,47.940,0.837,-352.610,-6.154,172.610,0.000,0.000,-2.000,Bang-Bang,-23.0
8.542,37.040,0.646,-359.640,-6.277,179.640,0.000,0.000,-2.000,Bang-Bang,-35.0
8.603,18.580,0.324,-375.290,-6.550,164.710,0.000,0.000,-2.000,Bang-Bang,-56.0
8.666,-2.860,-0.050,-388.470,-6.780,151.530,0.000,0.000,-2.000,Bang-Bang,-55.0
8.739,-26.070,-0.455,-390.760,-6.820,149.240,0.000,0.000,2.000,Bang-Bang,-54.0
8.809,-42.410,-0.740,-373.350,-6.516,166.650,0.000,0.000,2.000,Bang-Bang,-18.0
8.885,-39.950,-0.697,-329.410,-5.749,149.410,0.000,0.000,2.000,Bang-Bang,9.0
8.960,-39.600,-0.691,-303.040,-5.289,123.040,0.000,0.000,2.000,Bang-Bang,-2.0
9.032,-40.130,-0.700,-308.490,-5.384,128.490,0.000,0.000,-2.000,Bang-Bang,-1.0
9.111,-51.380,-0.897,-353.840,-6.176,173.840,0.000,0.000,2.000,Bang-Bang,-36.0
9.178,-54.190,-0.946,-387.420,-6.762,152.580,0.000,0.000,-2.000,Bang-Bang,15.0
9.243,-42.590,-0.743,-394.620,-6.887,145.380,0.000,0.000,-2.000,Bang-Bang,28.0
9.312,-30.110,-0.526,-384.250,-6.706,155.750,0.000,0.000,2.000,Bang-Bang,45.0
9.382,-0.750,-0.013,-347.160,-6.059,167.160,0.000,0.000,2.000,Bang-Bang,82.0
9.452,27.900,0.487,-314.290,-5.485,134.290,0.000,0.000,2.000,Bang-Bang,51.0
9.518,44.770,0.781,-309.190,-5.396,129.190,0.000,0.000,-2.000,Bang-Bang,31.0
9.591,46.180,0.806,-338.020,-5.900,158.020,0.000,0.000,-2.000,Bang-Bang,-23.0
9.665,24.210,0.423,-400.780,-6.995,139.220,0.000,0.000,-2.000,Bang-Bang,-34.0
9.735,15.070,0.263,-432.590,-7.550,107.410,0.000,0.000,-2.000,Bang-Bang,-16.0
9.806,6.980,0.122,-429.780,-7.501,110.220,0.000,0.000,2.000,Bang-Bang,-21.0
9.871,5.930,0.103,-395.850,-6.909,144.150,0.000,0.000,2.000,Bang-Bang,20.0
9.947,31.590,0.551,-319.570,-5.578,139.570,0.000,0.000,-2.000,Bang-Bang,40.0
10.014,36.860,0.643,-279.140,-4.872,99.140,0.000,0.000,2.000,Bang-Bang,-3.0
10.092,30.890,0.539,-274.740,-4.795,94.740,0.000,0.000,-2.000,Bang-Bang,-12.0
10.168,19.990,0.349,-311.660,-5.439,131.660,0.000,0.000,-2.000,Bang-Bang,-53.0
10.242,-28.350,-0.495,-396.730,-6.924,143.270,0.000,0.000,-2.000,Bang-Bang,-92.0
10.312,-49.970,-0.872,-447.360,-7.808,92.640,0.000,0.000,2.000,Bang-Bang,-28.0
10.376,-56.480,-0.986,-462.650,-8.075,77.350,0.000,0.000,2.000,Bang-Bang,-12.0
10.448,-57.880,-1.010,-448.760,-7.832,91.240,0.000,0.000,2.000,Bang-Bang,3.0
10.530,-36.080,-0.630,-381.090,-6.651,158.910,0.000,0.000,2.000,Bang-Bang,111.0
10.604,8.210,0.143,-295.480,-5.157,115.480,0.000,0.000,2.000,Bang-Bang,53.0
10.683,24.910,0.435,-248.020,-4.329,68.020,0.000,0.000,2.000,Bang-Bang,31.0
10.748,41.430,0.723,-245.560,-4.286,65.560,0.000,0.000,-2.000,Bang-Bang,46.0
10.811,54.970,0.959,-270.000,-4.712,90.000,0.000,0.000,-2.000,Bang-Bang,24.0
10.885,50.220,0.877,-331.170,-5.780,151.170,0.000,0.000,-2.000,Bang-Bang,-68.0
10.962,15.420,0.269,-437.340,-7.633,102.660,0.000,0.000,-2.000,Bang-Bang,-21.0
11.031,12.960,0.226,-482.690,-8.425,57.310,0.000,0.000,-2.000,Bang-Bang,-4.0
11.103,3.990,0.070,-494.820,-8.636,45.180,0.000,0.000,2.000,Bang-Bang,-37.0
11.181,-19.030,-0.332,-465.460,-8.124,74.540,0.000,0.000,2.000,Bang-Bang,-37.0
11.257,-21.320,-0.372,-402.360,-7.023,137.640,0.000,0.000,2.000,Bang-Bang,38.0
11.345,15.590,0.272,-281.250,-4.909,101.250,0.000,0.000,2.000,Bang-Bang,15.0
11.415,14.190,0.248,-229.920,-4.013,49.920,0.000,0.000,2.000,Bang-Bang,-8.0
11.484,17.530,0.306,-210.930,-3.681,30.930,0.000,0.000,2.000,Bang-Bang,23.0
11.551,34.750,0.607,-224.120,-3.912,44.120,0.000,0.000,-2.000,Bang-Bang,42.0
11.615,46.000,0.803,-255.760,-4.464,75.760,0.000,0.000,-2.000,Bang-Bang,18.0
11.685,37.040,0.646,-323.430,-5.645,143.430,0.000,0.000,-2.000,Bang-Bang,-78.0
11.759,-7.260,-0.127,-426.090,-7.437,113.910,0.000,0.000,-2.000,Bang-Bang,-48.0
11.825,-15.170,-0.265,-486.030,-8.483,53.970,0.000,0.000,-2.000,Bang-Bang,-9.0
11.893,-23.960,-0.418,-512.750,-8.949,27.250,0.000,0.000,-2.000,Bang-Bang,-38.0
11.960,-47.330,-0.826,-508.880,-8.882,31.120,0.000,0.000,2.000,Bang-Bang,-69.0
12.021,-70.190,-1.225,-485.150,-8.467,54.850,0.000,0.000,2.000,Bang-Bang,-46.0
12.085,-80.210,-1.400,-445.780,-7.780,94.220,0.000,0.000,2.000,Bang-Bang,-14.0
12.166,-47.860,-0.835,-342.240,-5.973,162.240,0.000,0.000,2.000,Bang-Bang,131.0
12.238,-26.940,-0.470,-259.450,-4.528,79.450,0.000,0.000,2.000,Bang-Bang,14.0
12.305,-24.830,-0.433,-213.570,-3.727,33.570,0.000,0.000,2.000,Bang-Bang,5.0
12.372,-12.350,-0.216,-199.860,-3.488,19.860,0.000,0.000,2.000,Bang-Bang,52.0
12.448,18.060,0.315,-218.840,-3.819,38.840,0.000,0.000,-2.000,LQR,63.0
12.515,37.390,0.653,-258.750,-4.516,78.750,0.000,0.000,1.339,Energy,28.0
12.582,38.450,0.671,-320.800,-5.599,140.800,0.000,0.000,1.897,Energy,-28.0
12.647,18.410,0.321,-413.960,-7.225,126.040,0.000,0.000,1.904,Energy,10.0
12.714,31.240,0.545,-461.950,-8.063,78.050,0.000,0.000,1.021,Energy,48.0
12.777,51.100,0.892,-479.000,-8.360,61.000,0.000,0.000,-0.015,Energy,48.0
12.852,67.980,1.186,-461.070,-8.047,78.930,0.000,0.000,-2.000,Energy,29.0
12.918,82.040,1.432,-412.380,-7.197,127.620,0.000,0.000,-2.000,Energy,53.0
12.988,117.720,2.055,-329.760,-5.755,149.760,0.000,0.000,-2.000,Energy,56.0
13.056,120.360,2.101,-290.030,-5.062,110.030,0.000,0.000,-2.000,Energy,-17.0
13.136,103.310,1.803,-288.100,-5.028,108.100,0.000,0.000,-2.000,Energy,-49.0
13.204,71.490,1.248,-324.310,-5.660,144.310,0.000,0.000,-2.000,Energy,-112.0
13.274,11.200,0.195,-388.820,-6.786,151.180,0.000,0.000,1.207,Energy,-135.0
13.343,-23.600,-0.412,-429.780,-7.501,110.220,0.000,0.000,0.709,Energy,-51.0
13.412,-40.480,-0.707,-434.350,-7.581,105.650,0.000,0.000,0.002,Energy,-35.0
13.477,-51.030,-0.891,-407.980,-7.121,132.020,0.000,0.000,-1.009,Energy,-15.0
13.544,-46.980,-0.820,-351.380,-6.133,171.380,0.000,0.000,-1.710,Energy,21.0
13.615,-52.610,-0.918,-304.800,-5.320,124.800,0.000,0.000,-0.714,Energy,-35.0
13.681,-70.360,-1.228,-291.090,-5.080,111.090,0.000,0.000,2.000,Energy,-46.0
13.744,-86.710,-1.513,-303.220,-5.292,123.220,0.000,0.000,2.000,Energy,-39.0
13.807,-103.760,-1.811,-336.790,-5.878,156.790,0.000,0.000,2.000,Energy,-51.0
13.882,-117.120,-2.044,-376.520,-6.572,163.480,0.000,0.000,2.000,Energy,8.0
13.963,-95.850,-1.673,-375.460,-6.553,164.540,0.000,0.000,2.000,Energy,75.0
14.040,-50.850,-0.887,-342.420,-5.976,162.420,0.000,0.000,-0.953,Energy,104.0
14.141,-4.440,-0.077,-316.050,-5.516,136.050,0.000,0.000,0.002,Energy,53.0
14.218,12.780,0.223,-333.450,-5.820,153.450,0.000,0.000,0.705,Energy,22.0
14.292,17.700,0.309,-376.870,-6.578,163.130,0.000,0.000,1.100,Energy,13.0
14.364,30.710,0.536,-400.070,-6.983,139.930,0.000,0.000,0.002,Energy,41.0
14.431,50.220,0.877,-398.840,-6.961,141.160,0.000,0.000,-0.002,Energy,52.0
14.499,75.540,1.318,-377.220,-6.584,162.780,0.000,0.000,-2.000,Energy,66.0
14.566,95.220,1.662,-355.600,-6.206,175.600,0.000,0.000,-2.000,Energy,27.0
14.638,92.590,1.616,-358.940,-6.265,178.940,0.000,0.000,-2.000,Energy,-32.0
14.708,71.490,1.248,-381.090,-6.651,158.910,0.000,0.000,-2.000,Energy,-54.0
14.776,51.280,0.895,-394.800,-6.891,145.200,0.000,0.000,-2.000,Bang-Bang,-51.0
14.848,28.600,0.499,-393.040,-6.860,146.960,0.000,0.000,2.000,Bang-Bang,-49.0
14.912,17.700,0.309,-370.720,-6.470,169.280,0.000,0.000,2.000,Bang-Bang,-12.0
14.981,20.520,0.358,-327.120,-5.709,147.120,0.000,0.000,2.000,Bang-Bang,7.0
15.052,19.110,0.334,-303.920,-5.304,123.920,0.000,0.000,2.000,Bang-Bang,-5.0
15.124,16.300,0.284,-309.720,-5.406,129.720,0.000,0.000,-2.000,Bang-Bang,-6.0
15.199,-0.750,-0.013,-351.030,-6.127,171.030,0.000,0.000,-2.000,Bang-Bang,-80.0
15.278,-33.800,-0.590,-414.840,-7.240,125.160,0.000,0.000,2.000,Bang-Bang,-39.0
15.341,-43.120,-0.753,-431.540,-7.532,108.460,0.000,0.000,2.000,Bang-Bang,-14.0
15.408,-42.060,-0.734,-416.950,-7.277,123.050,0.000,0.000,2.000,Bang-Bang,16.0
15.473,-19.210,-0.335,-364.740,-6.366,175.260,0.000,0.000,2.000,Bang-Bang,105.0
15.547,14.010,0.245,-298.820,-5.215,118.820,0.000,0.000,2.000,Bang-Bang,43.0
15.613,27.020,0.472,-272.280,-4.752,92.280,0.000,0.000,2.000,Bang-Bang,29.0
15.678,39.330,0.686,-277.030,-4.835,97.030,0.000,0.000,-2.000,Bang-Bang,27.0
15.748,42.140,0.735,-315.700,-5.510,135.700,0.000,0.000,-2.000,Bang-Bang,-15.0
15.816,12.250,0.214,-398.670,-6.958,141.330,0.000,0.000,-2.000,Bang-Bang,-55.0
15.884,2.760,0.048,-449.470,-7.845,90.530,0.000,0.000,-2.000,Bang-Bang,-11.0
15.952,-2.860,-0.050,-468.630,-8.179,71.370,0.000,0.000,-2.000,Bang-Bang,-20.0
16.021,-14.290,-0.249,-454.210,-7.927,85.790,0.000,0.000,2.000,Bang-Bang,-27.0
16.095,-15.170,-0.265,-402.530,-7.025,137.470,0.000,0.000,2.000,Bang-Bang,33.0
16.181,21.570,0.376,-292.320,-5.102,112.320,0.000,0.000,2.000,Bang-Bang,25.0
16.249,24.210,0.423,-247.670,-4.323,67.670,0.000,0.000,2.000,Bang-Bang,4.0
16.314,28.600,0.499,-235.890,-4.117,55.890,0.000,0.000,2.000,Bang-Bang,20.0
16.378,40.380,0.705,-253.820,-4.430,73.820,0.000,0.000,-2.000,Bang-Bang,27.0
16.442,43.370,0.757,-295.130,-5.151,115.130,0.000,0.000,-2.000,Bang-Bang,-5.0
16.516,4.170,0.073,-398.490,-6.955,141.510,0.000,0.000,-2.000,Bang-Bang,-79.0
16.588,-8.490,-0.148,-466.340,-8.139,73.660,0.000,0.000,-2.000,Bang-Bang,-11.0
16.662,-14.640,-0.256,-497.630,-8.685,42.370,0.000,0.000,-2.000,Bang-Bang,-26.0
16.729,-33.800,-0.590,-491.660,-8.581,48.340,0.000,0.000,2.000,Bang-Bang,-60.0
16.791,-51.730,-0.903,-460.370,-8.035,79.630,0.000,0.000,2.000,Bang-Bang,-34.0
16.863,-50.670,-0.884,-394.100,-6.878,145.900,0.000,0.000,2.000,Bang-Bang,55.0
16.934,-16.220,-0.283,-288.100,-5.028,108.100,0.000,0.000,2.000,Bang-Bang,22.0
17.003,-16.750,-0.292,-232.380,-4.056,52.380,0.000,0.000,2.000,Bang-Bang,-9.0
17.074,-16.400,-0.286,-206.010,-3.596,26.010,0.000,0.000,2.000,Bang-Bang,12.0
17.146,3.470,0.061,-213.220,-3.721,33.220,0.000,0.000,-2.000,Bang-Bang,60.0
17.218,23.330,0.407,-247.670,-4.323,67.670,0.000,0.000,-2.000,Bang-Bang,30.0
17.283,24.910,0.435,-300.580,-5.246,120.580,0.000,0.000,-2.000,Bang-Bang,-27.0
17.354,-17.100,-0.298,-406.930,-7.102,133.070,0.000,0.000,-2.000,Bang-Bang,-71.0
17.420,-26.420,-0.461,-474.780,-8.286,65.220,0.000,0.000,-2.000,Bang-Bang,-6.0
17.484,-28.700,-0.501,-511.340,-8.925,28.660,0.000,0.000,2.000,Bang-Bang,-14.0
17.554,-41.010,-0.716,-524.530,-9.155,15.470,0.000,0.000,-2.000,LQR,-29.0
17.621,-54.540,-0.952,-528.040,-9.216,11.960,0.000,0.000,1.471,LQR,-47.0
17.687,-73.880,-1.289,-516.970,-9.023,23.030,0.000,0.000,2.000,LQR,-41.0
17.751,-84.950,-1.483,-501.850,-8.759,38.150,0.000,0.000,2.000,LQR,-20.0
17.817,-88.290,-1.541,-474.600,-8.283,65.400,0.000,0.000,2.000,Energy,-6.0
17.892,-76.160,-1.329,-416.770,-7.274,123.230,0.000,0.000,2.000,Energy,65.0
17.959,-18.510,-0.323,-316.400,-5.522,136.400,0.000,0.000,-2.000,Energy,112.0
18.032,0.300,0.005,-250.310,-4.369,70.310,0.000,0.000,-1.822,Energy,13.0
18.114,-0.230,-0.004,-212.160,-3.703,32.160,0.000,0.000,-0.751,Energy,-2.0
18.185,-0.930,-0.016,-200.910,-3.507,20.910,0.000,0.000,-0.022,Energy,3.0
18.262,5.400,0.094,-211.810,-3.697,31.810,0.000,0.000,0.655,Energy,19.0
18.332,13.840,0.242,-244.680,-4.270,64.680,0.000,0.000,1.243,Energy,17.0
18.406,12.610,0.220,-305.680,-5.335,125.680,0.000,0.000,1.441,Energy,-29.0
18.487,-20.090,-0.351,-417.830,-7.293,122.170,0.000,0.000,2.000,Energy,-14.0
18.561,-10.250,-0.179,-465.110,-8.118,74.890,0.000,0.000,0.607,Energy,37.0
18.637,6.980,0.122,-475.130,-8.293,64.870,0.000,0.000,0.014,Energy,31.0
18.718,19.640,0.343,-443.670,-7.744,96.330,0.000,0.000,-0.887,Energy,29.0
18.793,52.330,0.913,-366.150,-6.391,173.850,0.000,0.000,-2.000,Energy,125.0
18.870,79.750,1.392,-296.540,-5.176,116.540,0.000,0.000,-2.000,Energy,14.0
18.952,73.600,1.285,-279.660,-4.881,99.660,0.000,0.000,-2.000,Energy,-23.0
19.025,54.790,0.956,-307.790,-5.372,127.790,0.000,0.000,1.180,Energy,-66.0
19.124,-7.610,-0.133,-391.810,-6.838,148.190,0.000,0.000,1.513,Energy,-87.0
19.207,-30.110,-0.526,-424.680,-7.412,115.320,0.000,0.000,-0.001,Energy,-21.0
19.278,-34.680,-0.605,-410.620,-7.167,129.380,0.000,0.000,-0.644,Energy,-4.0
19.355,-22.200,-0.387,-354.020,-6.179,174.020,0.000,0.000,-1.310,Energy,42.0
19.432,-20.790,-0.363,-312.180,-5.449,132.180,0.000,0.000,-0.643,Energy,-22.0
19.507,-35.560,-0.621,-309.720,-5.406,129.720,0.000,0.000,-0.001,Energy,-42.0
19.582,-61.920,-1.081,-339.780,-5.930,159.780,0.000,0.000,2.000,Energy,-76.0
19.649,-89.870,-1.569,-377.220,-6.584,162.780,0.000,0.000,2.000,Energy,-34.0
