Time(s),Motor_Angle(deg),Motor_Angle(rad),Pendulum_Angle(deg),Pendulum_Angle(rad),Pendulum_Angle_From_Upright(deg),Motor_Velocity(rad/s),Pendulum_Velocity(rad/s),Motor_Voltage(V),Controller_Mode,Motor_RPM
0.295,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.308,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.320,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.332,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.344,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.356,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.369,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.381,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.394,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.410,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.425,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.439,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.454,11.020,0.192,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.470,10.850,0.189,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.485,10.850,0.189,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.507,10.850,0.189,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.525,10.850,0.189,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.539,10.670,0.186,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.554,10.670,0.186,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.568,10.670,0.186,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.582,10.670,0.186,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.655,10.670,0.186,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.672,10.500,0.183,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.686,10.500,0.183,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.702,10.500,0.183,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.716,10.500,0.183,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.731,10.500,0.183,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.747,10.500,0.183,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.761,10.500,0.183,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.777,10.320,0.180,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.791,10.320,0.180,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.804,10.320,0.180,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.819,10.320,0.180,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.834,10.320,0.180,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.847,10.150,0.177,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.861,10.150,0.177,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.875,10.150,0.177,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.892,10.150,0.177,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.911,9.970,0.174,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.927,9.970,0.174,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.942,9.970,0.174,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.955,9.970,0.174,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.970,9.970,0.174,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
0.985,9.790,0.171,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.000,9.790,0.171,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.013,9.790,0.171,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.029,9.790,0.171,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.044,9.790,0.171,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.058,9.790,0.171,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.071,9.620,0.168,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.084,9.620,0.168,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.098,9.620,0.168,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.110,9.620,0.168,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.123,9.620,0.168,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.135,9.440,0.165,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.148,9.440,0.165,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.160,9.440,0.165,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.172,9.440,0.165,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.184,9.440,0.165,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.197,9.270,0.162,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.209,9.270,0.162,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.222,9.270,0.162,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.235,9.270,0.162,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.247,9.270,0.162,0.170,0.003,179.830,0.000,0.000,0.000,Emergency,0.0
1.266,9.270,0.162,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,0.0
1.280,9.090,0.159,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,0.0
1.295,9.090,0.159,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,0.0
1.310,9.440,0.165,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,0.0
1.322,9.620,0.168,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,0.0
1.335,9.270,0.162,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,0.0
1.348,8.560,0.149,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-3.0
1.364,7.330,0.128,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-17.0
1.380,5.050,0.088,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-24.0
1.397,2.590,0.045,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-30.0
1.413,-1.460,-0.025,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-35.0
1.430,-4.440,-0.077,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-38.0
1.446,-7.780,-0.136,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-26.0
1.459,-10.420,-0.182,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-25.0
1.475,-12.530,-0.219,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-27.0
1.491,-15.340,-0.268,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-29.0
1.507,-17.280,-0.302,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-22.0
1.521,-19.560,-0.341,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-20.0
1.537,-21.500,-0.375,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-23.0
1.553,-23.080,-0.403,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-18.0
1.568,-24.660,-0.430,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-14.0
1.581,-26.240,-0.458,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-19.0
1.597,-28.170,-0.492,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-23.0
1.612,-30.810,-0.538,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-29.0
1.630,-33.270,-0.581,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-22.0
1.643,-35.910,-0.627,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-25.0
1.660,-37.840,-0.660,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-23.0
1.675,-39.420,-0.688,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-17.0
1.689,-40.480,-0.707,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-10.0
1.703,-40.830,-0.713,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-6.0
1.718,-40.830,-0.713,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-3.0
1.733,-40.830,-0.713,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-2.0
1.748,-40.480,-0.707,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,2.0
1.763,-40.660,-0.710,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-2.0
1.784,-41.010,-0.716,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-3.0
1.799,-42.410,-0.740,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-14.0
1.816,-43.640,-0.762,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-15.0
1.829,-45.230,-0.789,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-14.0
1.844,-46.100,-0.805,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-11.0
1.857,-46.980,-0.820,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-10.0
1.869,-47.330,-0.826,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-6.0
1.883,-47.330,-0.826,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-6.0
1.898,-46.980,-0.820,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,3.0
1.915,-46.280,-0.808,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,3.0
1.931,-45.580,-0.796,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,7.0
1.947,-45.580,-0.796,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-7.0
1.966,-45.580,-0.796,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-3.0
1.980,-45.400,-0.792,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,3.0
1.996,-45.580,-0.796,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-3.0
2.011,-46.100,-0.805,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-2.0
2.028,-46.630,-0.814,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-6.0
2.043,-46.810,-0.817,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-5.0
2.056,-45.750,-0.798,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,3.0
2.071,-44.170,-0.771,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,20.0
2.087,-41.180,-0.719,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,35.0
2.101,-37.840,-0.660,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,36.0
2.116,-34.500,-0.602,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,41.0
2.130,-30.810,-0.538,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,40.0
2.143,-26.940,-0.470,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,46.0
2.158,-23.430,-0.409,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,39.0
2.173,-20.620,-0.360,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,29.0
2.187,-18.160,-0.317,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,31.0
2.199,-16.050,-0.280,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,24.0
2.213,-14.990,-0.262,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,14.0
2.226,-14.640,-0.256,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,7.0
2.241,-14.990,-0.262,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-4.0
2.259,-16.400,-0.286,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-17.0
2.276,-19.030,-0.332,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-27.0
2.288,-22.020,-0.384,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-24.0
2.303,-23.960,-0.418,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-25.0
2.318,-26.590,-0.464,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-31.0
2.332,-28.880,-0.504,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-24.0
2.344,-30.990,-0.541,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-23.0
2.359,-32.390,-0.565,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-20.0
2.372,-33.100,-0.578,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-9.0
2.386,-32.920,-0.575,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,4.0
2.401,-32.040,-0.559,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,12.0
2.418,-30.110,-0.526,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,22.0
2.432,-27.650,-0.483,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,22.0
2.446,-26.240,-0.458,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,18.0
2.461,-25.360,-0.443,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,13.0
2.476,-25.010,-0.437,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,8.0
2.493,-24.660,-0.430,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,4.0
2.511,-24.480,-0.427,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,2.0
2.528,-24.310,-0.424,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,2.0
2.547,-24.310,-0.424,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-2.0
2.567,-24.480,-0.427,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-2.0
2.581,-25.360,-0.443,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-2.0
2.595,-26.940,-0.470,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-20.0
2.610,-28.530,-0.498,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-19.0
2.624,-30.460,-0.532,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-23.0
2.638,-32.750,-0.572,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-29.0
2.651,-35.560,-0.621,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-35.0
2.663,-37.840,-0.660,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-31.0
2.677,-39.600,-0.691,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-21.0
2.691,-40.660,-0.710,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-16.0
2.704,-41.180,-0.719,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-10.0
2.716,-40.660,-0.710,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,5.0
2.730,-39.780,-0.694,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,13.0
2.746,-37.840,-0.660,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,21.0
2.761,-35.380,-0.617,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,30.0
2.775,-32.920,-0.575,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,25.0
2.787,-31.510,-0.550,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,17.0
2.800,-30.810,-0.538,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,9.0
2.815,-30.990,-0.541,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-4.0
2.829,-31.690,-0.553,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-3.0
2.843,-32.750,-0.572,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-11.0
2.859,-33.270,-0.581,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-7.0
2.874,-33.270,-0.581,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-7.0
2.894,-32.750,-0.572,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,3.0
2.914,-31.340,-0.547,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,13.0
2.932,-30.280,-0.528,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,10.0
2.949,-30.460,-0.532,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-4.0
2.969,-31.690,-0.553,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-9.0
2.982,-33.100,-0.578,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-10.0
2.996,-33.270,-0.581,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-8.0
3.011,-32.750,-0.572,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,4.0
3.029,-31.510,-0.550,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,12.0
3.046,-28.880,-0.504,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,25.0
3.061,-26.590,-0.464,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,21.0
3.075,-25.190,-0.440,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,15.0
3.089,-24.660,-0.430,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,9.0
3.103,-24.830,-0.433,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-5.0
3.119,-25.710,-0.449,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-8.0
3.135,-26.420,-0.461,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-10.0
3.149,-27.120,-0.473,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-6.0
3.163,-28.170,-0.492,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-10.0
3.181,-29.580,-0.516,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-15.0
3.197,-31.690,-0.553,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-20.0
3.213,-33.450,-0.584,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-22.0
3.227,-35.380,-0.617,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-13.0
3.242,-35.730,-0.624,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-8.0
3.258,-35.210,-0.615,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,5.0
3.277,-33.800,-0.590,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,16.0
3.294,-30.990,-0.541,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,29.0
3.310,-28.000,-0.489,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,23.0
3.327,-26.240,-0.458,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,14.0
3.341,-25.010,-0.437,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,13.0
3.357,-24.310,-0.424,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,8.0
3.375,-24.660,-0.430,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-7.0
3.393,-25.190,-0.440,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-5.0
3.409,-26.240,-0.458,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-12.0
3.430,-27.470,-0.479,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-13.0
3.447,-29.230,-0.510,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-19.0
3.463,-31.340,-0.547,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-15.0
3.478,-33.100,-0.578,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-18.0
3.491,-34.680,-0.605,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-16.0
3.505,-35.560,-0.621,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-11.0
3.518,-35.730,-0.624,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-6.0
3.531,-35.380,-0.617,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,4.0
3.546,-34.330,-0.599,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,9.0
3.561,-32.570,-0.568,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,21.0
3.578,-30.810,-0.538,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,19.0
3.592,-28.880,-0.504,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,19.0
3.607,-27.470,-0.479,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,18.0
3.621,-26.590,-0.464,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,9.0
3.636,-25.890,-0.452,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,11.0
3.651,-25.540,-0.446,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,8.0
3.664,-25.710,-0.449,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-4.0
3.679,-26.770,-0.467,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,-3.0
3.695,-28.170,-0.492,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-17.0
3.710,-30.460,-0.532,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-24.0
3.727,-33.100,-0.578,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-27.0
3.744,-35.030,-0.611,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-21.0
3.757,-36.080,-0.630,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-10.0
3.770,-35.910,-0.627,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,6.0
3.786,-35.210,-0.615,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,4.0
3.799,-33.100,-0.578,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,23.0
3.817,-31.160,-0.544,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,24.0
3.831,-29.230,-0.510,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,17.0
3.845,-28.170,-0.492,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,13.0
3.865,-27.300,-0.476,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,10.0
3.880,-26.420,-0.461,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,9.0
3.899,-25.890,-0.452,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,5.0
3.914,-25.890,-0.452,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-4.0
3.931,-26.770,-0.467,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-5.0
3.947,-28.880,-0.504,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-22.0
3.964,-31.510,-0.550,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-31.0
3.977,-35.910,-0.627,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-40.0
3.991,-38.720,-0.676,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-34.0
4.004,-41.180,-0.719,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-26.0
4.017,-42.760,-0.746,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-20.0
4.032,-43.640,-0.762,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-11.0
4.046,-43.640,-0.762,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,-4.0
4.062,-42.940,-0.749,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,3.0
4.077,-41.360,-0.722,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,17.0
4.099,-39.600,-0.691,0.170,0.003,179.830,0.000,0.000,-2.000,Bang-Bang,16.0
4.116,-38.720,-0.676,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,7.0
4.131,-38.370,-0.670,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,4.0
4.143,-38.190,-0.667,0.000,0.000,180.000,0.000,0.000,-2.000,Bang-Bang,4.0
4.159,-38.720,-0.676,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-3.0
4.176,-40.130,-0.700,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-13.0
4.192,-42.760,-0.746,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-26.0
4.207,-44.870,-0.783,0.000,0.000,180.000,0.000,0.000,2.000,Bang-Bang,-23.0
4.220,-46.100,-0.805,0.170,0.003,179.830,0.000,0.000,2.000,Bang-Bang,-15.0
