Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
93,Swingup,4319.82,0.00,-3.92,0.00,0.003479,0.00
94,Swingup,4319.82,0.00,-3.92,0.00,0.003292,0.00
95,Swingup,4319.82,0.00,-3.92,0.00,0.003286,0.00
96,Swingup,4319.82,0.00,-3.92,0.00,0.003634,0.00
97,Swingup,4319.82,0.00,-3.92,0.00,0.003839,0.00
98,Swingup,4319.82,0.00,-3.92,0.00,0.003780,0.00
99,Swingup,4319.82,0.00,-3.92,0.00,0.003366,0.00
100,Swingup,4319.82,0.00,-3.92,0.00,0.003228,0.00
101,Swingup,4319.82,0.00,-3.92,0.00,0.008867,0.00
102,Swingup,4319.82,0.00,-3.92,0.00,0.003278,0.00
103,Swingup,4319.82,0.00,-3.92,0.00,0.003566,0.00
104,Swingup,4319.82,0.00,-3.92,0.00,0.003836,0.00
105,Swingup,4319.82,0.00,-3.92,0.00,0.003920,0.00
106,Swingup,4319.82,0.00,-3.92,0.00,0.003130,0.00
107,Swingup,4319.82,0.00,-3.92,0.00,0.003566,0.00
108,Swingup,4319.82,0.00,-3.92,0.00,0.003420,0.00
109,Swingup,4319.82,0.00,-3.92,0.00,0.003466,0.00
110,Swingup,4319.82,0.00,-3.92,0.00,0.003487,0.00
111,Swingup,4319.82,0.00,-3.92,0.00,0.003342,0.00
112,Swingup,4319.82,0.00,-3.92,0.00,0.003359,0.00
113,Swingup,4319.82,0.00,-3.92,0.00,0.003814,0.00
114,Swingup,4319.82,0.00,-3.92,0.00,0.003639,0.00
115,Swingup,4319.82,0.00,-3.92,0.00,0.003393,0.00
116,Swingup,4319.82,0.00,-3.92,0.00,0.003763,0.00
117,Swingup,4319.82,0.00,-3.92,0.00,0.003694,0.00
118,Swingup,4319.82,0.00,-3.92,0.00,0.003465,0.00
119,Swingup,4319.82,0.00,-3.92,0.00,0.003756,0.00
120,Swingup,4319.82,0.00,-3.92,0.00,0.003594,0.00
121,Swingup,4319.82,0.00,-3.92,0.00,0.003543,0.00
122,Swingup,4319.82,0.00,-3.92,0.00,0.003588,0.00
123,Swingup,4319.82,0.00,-3.92,0.00,0.003710,0.00
124,Swingup,4319.82,0.00,-3.92,0.00,0.003734,0.00
125,Swingup,4319.82,0.00,-3.92,0.00,0.003236,0.00
126,Swingup,4319.82,0.00,-3.92,0.00,0.004121,0.00
127,Swingup,4319.82,0.00,-3.92,0.00,0.002998,0.00
128,Swingup,4319.82,0.00,-3.92,0.00,0.003785,0.00
129,Swingup,4319.82,0.00,-3.92,0.00,0.003208,0.00
130,Swingup,4319.82,0.00,-3.92,0.00,0.003746,0.00
131,Swingup,4319.82,0.00,-3.92,0.00,0.003529,0.00
132,Swingup,4319.82,0.00,-3.92,0.00,0.003785,0.00
133,Swingup,4319.82,0.00,-3.92,0.00,0.003763,0.00
134,Swingup,4319.82,0.00,-3.92,0.00,0.003528,0.00
135,Swingup,4319.82,0.00,-3.92,0.00,0.003447,0.00
136,Swingup,4319.82,0.00,-3.92,0.00,0.003790,0.00
137,Swingup,4319.82,0.00,-3.92,0.00,0.003194,0.00
138,Swingup,4319.82,0.00,-3.92,0.00,0.004016,0.00
139,Swingup,4319.82,0.00,-3.92,0.00,0.003102,0.00
140,Swingup,4319.82,0.00,-3.92,0.00,0.003221,0.00
141,Swingup,4319.82,0.00,-3.92,0.00,0.003332,0.00
142,Swingup,4319.82,0.00,-3.92,0.00,0.003728,0.00
143,Swingup,4319.82,0.00,-3.92,0.00,0.003281,0.00
144,Swingup,4319.82,0.00,-3.92,0.00,0.004047,0.00
145,Swingup,4319.82,0.00,-3.92,0.00,0.003105,0.00
146,Swingup,4319.82,0.00,-3.92,0.00,0.003441,0.00
147,Swingup,4319.82,0.00,-3.92,0.00,0.003591,0.00
148,Swingup,4319.82,0.00,-3.92,0.00,0.003418,0.00
149,Swingup,4319.82,0.00,-3.92,0.00,0.003518,0.00
150,Swingup,4319.82,0.00,-3.92,0.00,0.003553,0.00
151,Swingup,4319.82,0.00,-3.92,0.00,0.003560,0.00
152,Swingup,4319.82,0.00,-3.92,0.00,0.003369,0.00
153,Swingup,4319.82,0.00,-3.92,0.00,0.003835,0.00
154,Swingup,4319.82,0.00,-3.92,0.00,0.003255,0.00
155,Swingup,4319.82,0.00,-3.92,0.00,0.003741,0.00
156,Swingup,4319.82,0.00,-3.92,0.00,0.003486,0.00
157,Swingup,4319.82,0.00,-3.92,0.00,0.003668,0.00
158,Swingup,4319.82,0.00,-3.92,0.00,0.003464,0.00
159,Swingup,4319.82,0.00,-3.92,0.00,0.003518,0.00
160,Swingup,4319.82,0.00,-3.92,0.00,0.003673,0.00
161,Swingup,4319.82,0.00,-3.92,0.00,0.003282,0.00
162,Swingup,4319.82,0.00,-3.92,0.00,0.003262,0.00
163,Swingup,4319.82,0.00,-3.92,0.00,0.003636,0.00
164,Swingup,4319.82,0.00,-3.92,0.00,0.003465,0.00
165,Swingup,4319.82,0.00,-3.92,0.00,0.003727,0.00
166,Swingup,4319.82,0.00,-3.92,0.00,0.003501,0.00
167,Swingup,4319.82,0.00,-3.92,0.00,0.003937,0.00
168,Swingup,4319.82,0.00,-3.92,0.00,0.003523,0.00
169,Swingup,4319.82,0.00,-3.92,0.00,0.003462,0.00
170,Swingup,4319.82,0.00,-3.92,0.00,0.003426,0.00
171,Swingup,4319.82,0.00,-3.92,0.00,0.003816,0.00
172,Swingup,4319.82,0.00,-3.92,0.00,0.003364,0.00
173,Swingup,4319.82,0.00,-3.92,0.00,0.003625,0.00
174,Swingup,4319.82,0.00,-3.92,0.00,0.003494,0.00
175,Swingup,4319.82,0.00,-3.92,0.00,0.003313,0.00
176,Swingup,4319.82,0.00,-3.92,0.00,0.003181,0.00
177,Swingup,4319.82,0.00,-3.92,0.00,0.003684,0.00
178,Swingup,4319.82,0.00,-3.92,0.00,0.003722,0.00
179,Swingup,4319.82,0.00,-3.92,0.00,0.003244,0.00
180,Swingup,4319.82,0.00,-3.92,0.00,0.003428,0.00
181,Swingup,4319.82,0.00,-3.92,0.00,0.003662,0.00
182,Swingup,4319.82,0.00,-3.92,0.00,0.003266,0.00
183,Swingup,4319.82,0.00,-3.92,0.00,0.003639,0.00
