Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
163,Swingup,17999.82,0.00,-0.93,0.00,0.002781,0.00
164,Swingup,17999.82,0.00,-0.93,0.00,0.003262,0.00
165,Swingup,17999.82,0.00,-0.93,0.00,0.002999,0.00
166,Swingup,17999.82,0.00,-0.93,0.00,0.003218,0.00
167,Swingup,17999.82,0.00,-0.93,0.00,0.003181,0.00
168,Swingup,17999.82,0.00,-0.93,0.00,0.003018,0.00
169,Swingup,17999.82,0.00,-0.93,0.00,0.003089,0.00
170,Swingup,17999.82,0.00,-0.93,0.00,0.003062,0.00
171,Swingup,17999.82,0.00,-0.93,0.00,0.002717,0.00
172,Swingup,17999.82,0.00,-0.93,0.00,0.003297,0.00
173,Swingup,17999.82,0.00,-0.93,0.00,0.003017,0.00
174,Swingup,17999.82,0.00,-0.93,0.00,0.002852,0.00
175,Swingup,17999.82,0.00,-0.93,0.00,0.003304,0.00
176,Swingup,17999.82,0.00,-0.93,0.00,0.002877,0.00
177,Swingup,17999.82,0.00,-0.93,0.00,0.002968,0.00
178,Swingup,17999.82,0.00,-0.93,0.00,0.003230,0.00
179,Swingup,17999.82,0.00,-0.93,0.00,0.003114,0.00
180,Swingup,17999.82,0.00,-0.93,0.00,0.002902,0.00
181,Swingup,17999.82,0.00,-0.93,0.00,0.003671,0.00
182,Swingup,17999.82,0.00,-0.93,0.00,0.003138,0.00
183,Swingup,17999.82,0.00,-0.93,0.00,0.003210,0.00
184,Swingup,17999.82,0.00,-0.93,0.00,0.002849,0.00
185,Swingup,17999.82,0.00,-0.93,0.00,0.003079,0.00
186,Swingup,17999.82,0.00,-0.93,0.00,0.003295,0.00
187,Swingup,17999.82,0.00,-0.93,0.00,0.002866,0.00
188,Swingup,17999.82,0.00,-0.93,0.00,0.003049,0.00
189,Swingup,17999.82,0.00,-0.93,0.00,0.003180,0.00
190,Swingup,17999.82,0.00,-0.93,0.00,0.003050,0.00
191,Swingup,17999.82,0.00,-0.93,0.00,0.003647,0.00
192,Swingup,17999.82,0.00,-0.93,0.00,0.002758,0.00
