Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
1,Swingup,1800.17,0.00,-7.08,0.00,0.045494,0.00
2,Swingup,1800.17,0.00,-6.91,0.00,0.001984,0.00
3,Swingup,1800.17,0.00,-6.91,0.00,0.002164,0.00
4,Swingup,1800.17,0.00,-6.91,0.00,0.002170,0.00
5,Swingup,1800.17,0.00,-6.91,0.00,0.001826,0.00
6,Swingup,1800.17,0.00,-6.91,0.00,0.002252,0.00
7,Swingup,1800.17,0.00,-6.91,0.00,0.001811,0.00
8,Swingup,1800.17,0.00,-6.91,0.00,0.002170,0.00
9,Swingup,1800.17,0.00,-6.91,0.00,0.001851,0.00
10,Swingup,1800.17,0.00,-6.91,0.00,0.002084,0.00
11,Swingup,1800.17,0.00,-6.91,0.00,0.002748,0.00
12,Swingup,1800.17,0.00,-6.91,0.00,0.002024,0.00
13,Swingup,1800.17,0.00,-6.91,0.00,0.000868,0.00
14,Swingup,1800.17,0.00,-6.91,0.00,0.002280,0.00
15,Swingup,1800.17,0.00,-6.91,0.00,0.002198,0.00
16,Swingup,1800.17,0.00,-6.91,0.00,0.002151,0.00
17,Swingup,1800.17,0.00,-6.91,0.00,0.001817,0.00
18,Swingup,1800.17,0.00,-6.91,0.00,0.001862,0.00
19,Swingup,1800.17,0.00,-6.91,0.00,0.002077,0.00
20,Swingup,1800.17,0.00,-6.91,0.00,0.001888,0.00
21,Swingup,1800.17,0.00,-6.91,0.00,0.023817,0.00
22,Swingup,1800.17,0.00,-6.91,0.00,0.002278,0.00
23,Swingup,1800.17,0.00,-6.91,0.00,0.001799,0.00
24,Swingup,1800.17,0.00,-6.91,0.00,0.001960,0.00
25,Swingup,1800.17,0.00,-6.91,0.00,0.001970,0.00
26,Swingup,1800.17,0.00,-6.91,0.00,0.002433,0.00
27,Swingup,1800.17,0.00,-6.91,0.00,0.001807,0.00
28,Swingup,1800.17,0.00,-6.91,0.00,0.002083,0.00
29,Swingup,1800.17,0.00,-6.91,0.00,0.002078,0.00
30,Swingup,1800.17,0.00,-6.91,0.00,0.001829,0.00
31,Swingup,1800.17,0.00,-6.91,0.00,0.002070,0.00
32,Swingup,1800.17,0.00,-6.91,0.00,0.001771,0.00
33,Swingup,1800.17,0.00,-6.91,0.00,0.002091,0.00
34,Swingup,1800.17,0.00,-6.91,0.00,0.002322,0.00
35,Swingup,1800.17,0.00,-6.91,0.00,0.001767,0.00
36,Swingup,1800.17,0.00,-6.91,0.00,0.002082,0.00
37,Swingup,1800.17,0.00,-6.91,0.00,0.002026,0.00
38,Swingup,1800.17,0.00,-6.91,0.00,0.001892,0.00
39,Swingup,1800.17,0.00,-6.91,0.00,0.002168,0.00
40,Swingup,1800.17,0.00,-6.91,0.00,0.001989,0.00
41,Swingup,1800.17,0.00,-6.91,0.00,0.003274,0.00
42,Swingup,1800.17,0.00,-6.91,0.00,0.001984,0.00
43,Swingup,1800.17,0.00,-6.91,0.00,0.002265,0.00
44,Swingup,1800.17,0.00,-6.91,0.00,0.001669,0.00
45,Swingup,1800.17,0.00,-6.91,0.00,0.002243,0.00
46,Swingup,1800.17,0.00,-6.91,0.00,0.001874,0.00
47,Swingup,1800.17,0.00,-6.91,0.00,0.002084,0.00
48,Swingup,1800.17,0.00,-6.91,0.00,0.001988,0.00
49,Swingup,1800.17,0.00,-6.91,0.00,0.001801,0.00
50,Swingup,1800.17,0.00,-6.91,0.00,0.002036,0.00
51,Swingup,1800.17,0.00,-6.91,0.00,0.002268,0.00
52,Swingup,1800.17,0.00,-6.91,0.00,0.002185,0.00
53,Swingup,1800.17,0.00,-6.91,0.00,0.001900,0.00
54,Swingup,1800.17,0.00,-6.91,0.00,0.001975,0.00
55,Swingup,1800.17,0.00,-6.91,0.00,0.002026,0.00
56,Swingup,1800.17,0.00,-6.91,0.00,0.001687,0.00
57,Swingup,1800.17,0.00,-6.91,0.00,0.002297,0.00
58,Swingup,1800.17,0.00,-6.91,0.00,0.002354,0.00
59,Swingup,1800.17,0.00,-6.91,0.00,0.001552,0.00
60,Swingup,1800.17,0.00,-6.91,0.00,0.001973,0.00
61,Swingup,1800.17,0.00,-6.91,0.00,0.004231,0.00
62,Swingup,1800.17,0.00,-6.91,0.00,0.002285,0.00
63,Swingup,1800.17,0.00,-6.91,0.00,0.001958,0.00
64,Swingup,1800.17,0.00,-6.91,0.00,0.001867,0.00
65,Swingup,1800.17,0.00,-6.91,0.00,0.002328,0.00
66,Swingup,1800.17,0.00,-6.91,0.00,0.001825,0.00
67,Swingup,1800.17,0.00,-6.91,0.00,0.002020,0.00
68,Swingup,1800.17,0.00,-6.91,0.00,0.002258,0.00
69,Swingup,1800.17,0.00,-6.91,0.00,0.001906,0.00
70,Swingup,1800.17,0.00,-6.91,0.00,0.002109,0.00
71,Swingup,1800.17,0.00,-6.91,0.00,0.002323,0.00
72,Swingup,1800.17,0.00,-6.91,0.00,0.001999,0.00
73,Swingup,1800.17,0.00,-6.91,0.00,0.001681,0.00
74,Swingup,1800.17,0.00,-6.91,0.00,0.002361,0.00
75,Swingup,1800.17,0.00,-6.91,0.00,0.001784,0.00
76,Swingup,1800.17,0.00,-6.91,0.00,0.002009,0.00
77,Swingup,1800.17,0.00,-6.91,0.00,0.002495,0.00
78,Swingup,1800.17,0.00,-6.91,0.00,0.002233,0.00
79,Swingup,1800.17,0.00,-6.91,0.00,0.001769,0.00
80,Swingup,1800.17,0.00,-6.91,0.00,0.001774,0.00
81,Swingup,1800.17,0.00,-6.91,0.00,0.003907,0.00
82,Swingup,1800.17,0.00,-6.91,0.00,0.001774,0.00
83,Swingup,1800.17,0.00,-6.91,0.00,0.002328,0.00
84,Swingup,1800.17,0.00,-6.91,0.00,0.002175,0.00
85,Swingup,1800.17,0.00,-6.91,0.00,0.001784,0.00
86,Swingup,1800.17,0.00,-6.91,0.00,0.002295,0.00
87,Swingup,1800.17,0.00,-6.91,0.00,0.001883,0.00
88,Swingup,1800.17,0.00,-6.91,0.00,0.002272,0.00
89,Swingup,1800.17,0.00,-6.91,0.00,0.001944,0.00
90,Swingup,1800.17,0.00,-6.91,0.00,0.001877,0.00
91,Swingup,1800.17,0.00,-6.91,0.00,0.002061,0.00
92,Swingup,1800.17,0.00,-6.91,0.00,0.002083,0.00
93,Swingup,1800.17,0.00,-6.91,0.00,0.002089,0.00
94,Swingup,1800.17,0.00,-6.91,0.00,0.002084,0.00
95,Swingup,1800.17,0.00,-6.91,0.00,0.001819,0.00
96,Swingup,1800.17,0.00,-6.91,0.00,0.002001,0.00
97,Swingup,1800.17,0.00,-6.91,0.00,0.002020,0.00
98,Swingup,1800.17,0.00,-6.91,0.00,0.002008,0.00
99,Swingup,1800.17,0.00,-6.91,0.00,0.002409,0.00
100,Swingup,1800.17,0.00,-6.91,0.00,0.002122,0.00
101,Swingup,1800.17,0.00,-6.91,0.00,0.004868,0.00
102,Swingup,1800.17,0.00,-6.91,0.00,0.002095,0.00
103,Swingup,1800.17,0.00,-6.91,0.00,0.002220,0.00
